ZIPCODE,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,hh_total,hh_less_than_10k,hh_10k_to_15k,hh_15k_to_25k,hh_25k_to_35k,hh_35k_to_50k,hh_50k_to_75k,hh_75k_to_100k,hh_100k_to_150k,hh_150k_to_200k,hh_200k_or_more,hh_median_income,hh_mean_income,pct_poc,zhvi,max_pfas,mean_pfas,total_detections,num_contaminants
08648,ZCTA5 08648,31323,67.8,15.3,0.9,15.9,0.1,15.6,53.8,12030,3.1,0.8,3.6,4.4,7.6,10.4,8.8,18.9,16.9,25.5,125514,152073,32.2,459134.5125661726,0.0081,0.0003019230769230769,32.0,20.0
08690,ZCTA5 08690,18841,85.7,4.8,2.1,6.9,0.3,9.1,78.2,7731,2.1,0.9,5.3,3.1,8.6,11.7,7.2,23.7,15.2,22.2,127339,143621,14.299999999999997,482047.81599553494,0.0116,0.0007707692307692308,31.0,20.0
08691,ZCTA5 08691,16607,66.6,4.5,0.9,29.4,0.2,5.4,59.8,6859,3.0,1.0,4.9,2.3,9.4,9.7,9.9,13.6,14.1,32.2,132520,165069,33.400000000000006,637688.0845610544,0.0116,0.0011133333333333334,31.0,20.0
08701,ZCTA5 08701,139149,89.9,2.8,1.1,1.0,0.1,10.9,83.7,31469,4.2,3.7,7.1,8.4,14.6,17.6,10.6,15.1,8.0,10.7,64959,100999,10.099999999999994,528001.198927269,0.0338,0.000435625,81.0,20.0
08720,ZCTA5 08720,735,93.9,4.1,0.0,4.8,0.0,0.0,89.1,216,15.3,0.0,0.0,0.0,0.0,4.6,10.2,0.0,4.6,65.3,224671,249760,6.099999999999994,957952.9443381996,,,,
08721,ZCTA5 08721,22783,88.9,4.6,0.8,5.3,0.2,10.1,79.8,8458,5.0,1.1,1.6,5.9,5.5,13.5,14.0,21.9,16.3,15.3,105273,123682,11.099999999999994,502633.0244290651,0.0055,8.629032258064515e-05,2.0,20.0
08722,ZCTA5 08722,11088,90.8,4.9,0.4,1.5,0.6,14.7,78.9,4003,1.0,2.4,3.1,2.4,11.5,12.0,12.9,23.9,14.9,15.9,106858,123720,9.200000000000003,445866.8965508578,0.0,0.0,0.0,20.0
08723,ZCTA5 08723,32141,91.5,3.3,1.6,2.5,0.0,14.3,79.5,13015,3.2,1.7,3.6,4.2,7.7,14.3,11.9,25.3,12.9,15.3,108643,124727,8.5,487723.79948917165,0.01,0.00020375,3.0,20.0
08724,ZCTA5 08724,42345,87.2,7.3,0.5,2.6,0.1,11.4,76.3,16734,2.9,1.5,3.7,4.7,8.0,15.3,12.3,21.9,14.6,15.0,103127,125563,12.799999999999997,482548.6332963933,0.01,0.00020375,3.0,20.0
08730,ZCTA5 08730,4956,94.6,2.6,1.6,1.5,0.0,4.3,90.0,1901,0.4,1.5,2.0,1.5,6.9,9.3,9.6,13.0,13.2,42.5,172250,217334,5.400000000000006,1127855.5728960575,0.0045,5.625e-05,2.0,20.0
08731,ZCTA5 08731,21629,95.0,2.2,0.7,1.0,0.2,15.2,81.2,8656,4.2,0.9,3.7,3.8,6.9,15.6,15.5,24.6,10.5,14.3,98582,119316,5.0,473287.2286472774,0.0,0.0,0.0,20.0
08732,ZCTA5 08732,1558,97.3,3.3,0.1,0.0,0.0,3.2,93.4,708,1.7,0.0,2.1,1.8,11.9,10.7,18.4,21.6,9.5,22.3,110000,160363,2.700000000000003,618490.1846854346,,,,
08733,ZCTA5 08733,2816,83.1,13.2,2.6,8.3,0.0,15.5,65.1,1069,7.7,2.6,2.7,6.8,5.9,19.5,11.3,34.1,4.3,5.1,85750,88810,16.900000000000006,370434.432719264,,,,
08734,ZCTA5 08734,7879,97.8,2.0,0.1,0.2,0.0,5.5,91.6,2682,2.2,0.5,1.9,2.5,4.4,20.2,14.0,17.1,19.3,18.0,116000,135645,2.200000000000003,535606.6323290854,0.0,0.0,0.0,20.0
08735,ZCTA5 08735,3451,99.5,3.5,0.1,0.6,0.0,6.8,88.7,2032,3.6,2.5,5.8,7.6,17.5,11.6,7.2,16.6,7.8,19.9,76974,139416,0.5,1089230.62402847,0.0092,0.00023333333333333333,42.0,20.0
08736,ZCTA5 08736,13223,96.2,1.7,1.1,2.1,0.4,5.1,90.6,5214,2.0,1.2,4.3,1.7,5.4,10.1,5.8,13.9,15.2,40.4,174097,219551,3.799999999999997,1100428.4547160957,0.0,0.0,0.0,20.0
08738,ZCTA5 08738,1381,94.7,0.1,0.0,4.1,0.0,2.4,91.4,592,1.0,1.0,3.5,0.2,2.9,4.9,8.1,11.7,6.8,60.0,"250,000+",357159,5.299999999999997,1954833.3357852665,0.0092,0.0002578947368421053,42.0,20.0
08740,ZCTA5 08740,1599,96.2,1.3,0.2,9.0,0.0,0.5,89.0,710,9.4,1.0,9.2,6.2,6.8,20.1,11.7,20.4,4.2,11.0,69397,103640,3.799999999999997,426465.9009701717,,,,
08741,ZCTA5 08741,2709,96.8,1.7,0.1,1.4,0.0,4.2,91.7,1052,0.7,1.0,2.3,3.8,2.4,8.7,15.6,27.3,16.5,21.7,143094,163943,3.200000000000003,540437.0958719641,0.0055,0.00012738095238095238,2.0,20.0
08742,ZCTA5 08742,25732,94.3,0.9,1.9,1.6,0.2,8.4,87.2,10782,2.4,1.1,3.5,3.4,6.7,11.3,12.1,20.2,15.0,24.4,123152,155265,5.700000000000003,777124.0488333179,0.0092,0.00022495462794918332,54.0,20.0
08750,ZCTA5 08750,3483,95.0,5.2,0.0,1.0,0.0,5.2,87.6,1528,3.1,1.6,0.9,1.8,4.9,11.3,16.4,12.7,9.7,37.7,134167,259807,5.0,2157729.2925661337,,,,
08751,ZCTA5 08751,4185,93.6,0.0,0.2,1.4,0.0,13.3,83.6,2211,16.1,2.3,6.8,5.3,6.2,12.2,13.3,12.3,9.2,16.3,77448,108895,6.400000000000006,669099.7926638586,0.0,0.0,0.0,20.0
08752,ZCTA5 08752,2338,96.1,2.2,0.2,1.8,0.1,2.5,92.6,1222,5.0,3.3,3.2,6.1,9.2,21.9,11.4,14.6,5.2,20.2,78750,147716,3.9000000000000057,824585.0657848233,0.0,0.0,0.0,20.0
08753,ZCTA5 08753,65448,87.9,5.3,0.4,4.9,0.1,12.4,76.9,25410,2.5,2.8,4.1,4.3,6.3,13.9,13.6,20.7,14.8,16.9,105224,132696,12.099999999999994,517253.8233635485,0.0098,0.00014857142857142857,6.0,20.0
08755,ZCTA5 08755,29670,81.1,9.7,0.9,5.3,0.0,12.2,72.2,10736,4.0,2.0,5.1,7.7,9.5,16.1,11.1,15.0,12.8,16.7,87575,118225,18.900000000000006,505330.0632651429,0.0098,0.00014857142857142857,6.0,20.0
08757,ZCTA5 08757,36087,86.3,8.0,1.9,2.7,0.2,15.4,74.2,18094,4.7,3.3,10.4,11.5,13.5,21.0,11.6,13.7,6.1,4.2,58319,83681,13.700000000000003,335402.64852052584,0.0098,0.00014857142857142857,6.0,20.0
08758,ZCTA5 08758,7868,97.2,2.0,1.4,1.2,0.0,3.2,92.9,3371,6.6,1.2,5.0,4.4,5.9,9.0,19.1,21.1,15.0,12.7,96900,116694,2.799999999999997,528021.0402339349,0.0,0.0,0.0,20.0
08759,ZCTA5 08759,34237,91.5,5.2,0.5,2.9,0.0,6.1,85.8,19539,4.7,4.6,10.9,14.3,13.4,17.4,10.8,12.9,6.4,4.6,52178,72089,8.5,277205.771021413,0.0113,0.00027499999999999996,13.0,20.0
08801,ZCTA5 08801,7267,84.1,10.3,0.5,7.7,0.0,5.1,76.0,2760,2.3,1.1,0.5,2.2,5.7,12.1,6.0,20.1,16.2,33.8,149839,191396,15.900000000000006,603706.4600591711,0.0122,0.0005858333333333334,52.0,20.0
08802,ZCTA5 08802,4552,96.1,0.2,0.3,1.7,0.0,6.0,89.8,1513,1.1,0.4,0.4,0.3,4.0,10.4,12.8,28.4,15.8,26.3,135689,167723,3.9000000000000057,567791.2173619528,,,,
08804,ZCTA5 08804,3465,79.9,12.3,0.2,0.7,0.0,11.9,71.3,1308,7.8,2.5,7.6,2.4,3.9,9.6,9.5,29.6,10.4,16.7,107333,120148,20.099999999999994,477166.8519543244,0.0,0.0,0.0,20.0
08805,ZCTA5 08805,14066,57.6,9.8,2.9,5.0,0.0,51.8,35.7,5285,1.9,3.4,4.2,4.6,12.0,15.0,11.6,23.2,10.1,13.9,93341,119542,42.4,524859.2920175801,0.0075,0.00025416666666666665,19.0,20.0
08807,ZCTA5 08807,39560,65.7,4.9,0.6,28.0,0.2,11.4,54.6,14195,1.0,1.0,3.4,3.4,5.2,8.3,6.2,16.7,13.2,41.7,168696,190413,34.3,710958.0164330158,0.0075,0.00025416666666666665,19.0,20.0
08809,ZCTA5 08809,6703,81.9,5.6,0.1,9.7,0.0,12.8,70.8,2269,2.2,0.4,1.2,4.9,7.2,8.9,14.1,18.6,11.8,30.7,131250,170559,18.099999999999994,497304.05181175406,0.0122,0.0005858333333333334,52.0,20.0
08810,ZCTA5 08810,7952,38.0,7.5,0.9,52.6,2.2,6.6,31.4,2641,1.6,1.1,1.3,3.1,1.4,3.5,11.0,25.1,17.4,34.6,151902,182748,62.0,618295.9830644255,0.023,0.0011576923076923077,26.0,20.0
08812,ZCTA5 08812,14224,65.3,5.9,1.2,12.3,0.0,34.5,47.9,4730,6.8,2.8,1.4,0.4,12.6,9.5,8.3,17.5,11.5,29.5,118316,157905,34.7,573861.4123504686,0.0075,0.00025416666666666665,19.0,20.0
08816,ZCTA5 08816,49360,56.1,8.1,0.7,31.2,0.6,13.2,47.2,16715,3.5,1.8,2.7,3.4,3.9,9.1,9.5,18.2,13.5,34.4,143586,177538,43.9,589701.081343386,0.006,7.500000000000001e-05,1.0,20.0
08817,ZCTA5 08817,49020,38.5,12.7,0.9,43.8,0.0,15.0,28.9,17411,3.5,1.2,2.6,2.6,7.2,12.3,14.2,24.4,14.1,17.9,110808,131963,61.5,527200.6305189807,0.0073,0.00023944444444444444,19.0,20.0
08820,ZCTA5 08820,39978,19.6,6.2,0.3,73.7,0.5,3.2,16.3,13181,2.8,1.3,2.5,2.2,4.1,8.2,7.9,15.4,12.9,42.6,171363,199999,80.4,795978.1489632054,,,,
08821,ZCTA5 08821,283,92.6,7.4,0.0,0.0,0.0,0.0,92.6,108,0.0,0.0,0.0,0.0,13.0,0.0,0.0,30.6,31.5,25.0,155833,157108,7.400000000000006,,,,,
08822,ZCTA5 08822,32556,84.4,3.1,0.7,8.8,0.0,12.1,75.4,12476,2.8,0.5,4.1,2.7,5.0,9.4,9.6,18.2,14.0,33.7,137788,186290,15.599999999999994,612327.0540930303,0.0095,0.0004205769230769231,45.0,20.0
08823,ZCTA5 08823,8884,29.8,14.2,1.0,47.9,0.0,16.8,18.6,3437,0.3,2.6,3.8,6.2,5.1,13.1,9.2,21.9,16.2,21.7,115597,142841,70.2,399328.1362720243,,,,
08824,ZCTA5 08824,13366,47.7,5.9,0.3,46.0,0.0,6.8,41.0,4489,1.6,1.4,2.4,1.8,3.9,6.5,8.1,17.4,13.4,43.6,174776,213049,52.3,697267.6264231883,0.023,0.0011576923076923077,26.0,20.0
08825,ZCTA5 08825,4735,92.8,1.3,0.2,4.8,0.0,6.1,83.1,2130,4.4,1.5,3.3,5.3,10.8,16.0,6.7,26.9,13.0,12.2,101774,141302,7.200000000000003,560441.0098604508,,,,
08826,ZCTA5 08826,5459,92.7,3.5,0.4,1.9,0.8,13.8,80.9,2223,3.7,2.9,2.3,2.7,6.2,11.2,11.3,20.1,14.3,25.3,123750,153367,7.299999999999997,543387.2610371443,0.0049,0.00026375,5.0,20.0
08827,ZCTA5 08827,4346,91.0,2.3,0.8,5.9,0.0,7.5,82.4,1638,1.1,2.4,6.0,5.7,3.8,5.7,12.0,23.4,17.3,22.5,135625,154466,9.0,575962.7754435838,,,,
08828,ZCTA5 08828,2459,76.5,11.0,1.2,12.2,0.0,9.5,65.5,1074,2.2,0.6,0.9,3.7,12.3,12.0,19.5,24.7,10.1,14.1,98952,122900,23.5,416055.3383209523,,,,
08829,ZCTA5 08829,3580,82.0,7.8,0.2,9.6,0.0,11.6,72.9,1415,1.3,0.7,1.6,1.5,8.2,16.7,10.4,22.3,16.0,21.2,112467,139962,18.0,427078.8838691849,0.0049,0.00026375,5.0,20.0
08830,ZCTA5 08830,19551,31.9,12.0,0.7,49.9,0.0,14.8,23.1,6512,3.5,2.2,3.7,2.6,5.6,11.2,14.8,21.3,15.0,20.1,109500,135542,68.1,521069.8038263542,,,,
08831,ZCTA5 08831,55658,68.2,2.8,0.4,26.5,0.0,10.4,59.7,24083,2.7,2.0,5.7,3.7,8.6,11.3,12.3,16.1,12.9,24.7,109042,153779,31.799999999999997,586774.1730573644,0.0136,0.0005195454545454545,35.0,20.0
08832,ZCTA5 08832,2252,42.9,14.8,0.0,7.1,0.7,66.7,15.1,850,6.4,16.1,10.9,14.4,6.5,11.1,3.1,19.2,6.4,6.1,-,69317,57.1,,,,,
08833,ZCTA5 08833,9184,97.0,1.3,0.3,2.1,0.0,8.6,86.0,3625,1.9,0.9,4.0,2.0,4.8,5.4,7.4,17.2,14.8,41.6,172454,224888,3.0,709464.8904833187,0.0122,0.00065025,47.0,20.0
08835,ZCTA5 08835,10921,74.2,6.3,2.9,4.6,0.1,30.5,60.4,4424,3.9,5.6,5.8,5.5,6.8,15.3,9.8,21.0,11.0,15.3,93333,109463,25.799999999999997,468048.34999099147,0.0075,0.00025416666666666665,19.0,20.0
08836,ZCTA5 08836,3855,81.1,0.1,0.4,26.9,0.0,6.5,62.9,1261,1.0,0.8,0.0,0.9,2.0,9.6,5.2,9.7,11.7,59.2,229726,294439,18.900000000000006,847294.7943876218,0.0075,0.00025416666666666665,19.0,20.0
08837,ZCTA5 08837,19437,41.9,12.2,1.8,41.4,0.0,17.7,29.3,7597,2.5,1.3,5.3,5.8,5.5,15.2,10.3,18.0,18.7,17.3,102605,136791,58.1,513187.21728622774,,,,
08840,ZCTA5 08840,18206,67.9,10.4,1.2,24.1,0.0,10.7,53.4,6378,3.5,1.2,1.9,2.9,3.9,11.0,9.7,16.6,16.1,33.2,146635,187900,32.099999999999994,651323.4313810923,0.0073,0.0002515,11.0,20.0
08844,ZCTA5 08844,44463,69.7,4.9,2.1,23.9,0.1,11.2,58.4,16497,2.1,0.7,2.7,2.4,3.2,6.4,10.4,20.8,14.2,37.0,153556,193632,30.299999999999997,665291.4179403981,0.0075,0.00025416666666666665,19.0,20.0
08846,ZCTA5 08846,14645,69.2,6.2,1.4,14.2,0.0,24.3,54.2,5718,2.4,2.6,6.0,3.2,6.4,12.5,11.7,23.8,12.8,18.7,105000,130198,30.799999999999997,500141.69331124617,0.0075,0.00025416666666666665,19.0,20.0
08848,ZCTA5 08848,8134,93.4,2.1,0.8,1.0,0.0,6.2,90.1,2909,3.6,1.8,1.2,2.5,6.7,10.3,7.5,25.7,19.4,21.2,138614,153627,6.599999999999994,511440.6288495708,,,,
08850,ZCTA5 08850,8538,85.1,3.2,0.9,6.8,0.0,12.8,74.4,3149,1.1,0.1,1.7,4.0,3.2,14.0,5.2,25.5,12.2,32.9,141601,163715,14.900000000000006,567033.9298733902,0.0129,0.00097375,13.0,20.0
08852,ZCTA5 08852,18062,32.4,9.0,0.7,56.3,0.0,8.8,27.3,6694,1.6,2.0,4.8,2.4,5.5,11.4,7.8,21.0,11.6,31.9,133209,172196,67.6,659781.2896773765,0.023,0.0011576923076923077,26.0,20.0
08853,ZCTA5 08853,5634,74.7,12.1,0.1,15.4,0.0,9.7,62.3,1984,0.5,0.0,2.6,2.0,2.5,3.2,12.4,11.8,10.0,55.0,220725,213320,25.299999999999997,838472.728996702,,,,
08854,ZCTA5 08854,61088,38.2,23.9,0.6,32.1,0.1,15.1,30.4,17600,1.2,1.0,2.4,3.8,4.8,12.8,12.6,21.1,16.9,23.3,127806,149887,61.8,563800.9276167847,0.0075,0.00025416666666666665,19.0,20.0
08857,ZCTA5 08857,40891,74.1,9.1,0.6,15.1,0.5,15.6,61.0,15740,3.0,1.4,3.1,3.6,6.6,16.0,10.9,19.8,13.3,22.2,109312,141657,25.900000000000006,603339.0684743571,0.0093,0.00025218749999999997,16.0,20.0
08858,ZCTA5 08858,20,100.0,0.0,0.0,0.0,0.0,0.0,100.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-,N,0.0,,,,,
08859,ZCTA5 08859,25448,58.2,21.7,1.7,19.3,0.1,19.9,42.2,9123,2.2,2.3,4.1,4.3,6.5,14.9,16.0,22.5,11.8,15.5,99882,125854,41.8,499453.7104719977,0.0093,0.00025218749999999997,16.0,20.0
08861,ZCTA5 08861,59351,36.9,11.8,3.6,3.4,0.2,81.6,8.8,20596,5.5,7.1,9.4,5.9,12.0,16.7,12.8,16.1,7.9,6.5,64491,82468,63.1,479294.03846968507,0.019,0.002175,23.0,20.0
08863,ZCTA5 08863,12771,51.7,18.2,3.1,18.3,0.2,24.0,42.0,4744,4.6,1.6,1.5,6.2,3.9,11.1,12.9,22.4,16.3,19.6,115861,148006,48.3,492731.59218487126,,,,
08865,ZCTA5 08865,31427,80.6,15.8,1.6,3.1,0.3,13.3,67.9,13467,7.3,2.8,7.8,6.8,7.4,14.9,12.7,20.8,10.7,8.8,79949,97369,19.400000000000006,333296.9153714977,0.0,0.0,0.0,20.0
08867,ZCTA5 08867,5204,88.9,0.0,0.0,12.0,0.0,4.5,83.5,1812,1.4,0.0,1.5,2.9,1.4,5.1,5.3,17.8,10.7,53.8,204583,233103,11.099999999999994,716310.0537927783,,,,
08869,ZCTA5 08869,8368,67.7,7.7,0.3,24.2,0.0,21.7,47.0,3326,3.9,0.4,2.2,6.0,7.2,12.6,12.4,20.7,14.0,20.5,107672,143639,32.3,535758.4241834871,0.0075,0.00025416666666666665,19.0,20.0
08872,ZCTA5 08872,20204,54.9,15.7,1.4,18.7,0.4,18.4,45.7,7449,3.3,1.2,3.9,5.5,11.3,12.7,13.4,17.5,13.1,18.2,97489,123238,45.1,501371.0316063866,0.0093,0.00042249999999999997,6.0,20.0
08873,ZCTA5 08873,56327,37.5,30.9,1.2,21.8,0.2,20.1,27.3,21831,2.8,1.2,3.7,2.2,5.0,10.5,11.9,23.0,15.7,23.9,124972,156289,62.5,553992.8365798417,0.009,0.0005233333333333333,26.0,20.0
08876,ZCTA5 08876,23380,73.4,9.7,0.7,12.4,0.0,14.8,62.1,9885,2.5,1.8,2.4,5.5,3.9,9.9,13.9,22.1,15.6,22.5,122884,152500,26.599999999999994,590768.2807230377,0.0075,0.00025416666666666665,19.0,20.0
08879,ZCTA5 08879,23556,74.9,17.0,1.0,7.2,0.1,24.8,55.7,9344,2.0,2.0,5.5,4.6,12.8,13.5,12.8,20.7,14.3,11.8,92786,110107,25.099999999999994,495669.177444724,0.0093,0.00025218749999999997,16.0,20.0
08880,ZCTA5 08880,4867,65.9,18.2,0.2,7.3,0.0,35.3,38.1,1780,6.4,0.0,4.3,6.4,4.4,10.7,12.1,34.7,8.8,12.2,112961,106864,34.099999999999994,459888.49154743337,0.0075,0.00025416666666666665,19.0,20.0
08882,ZCTA5 08882,16124,64.0,15.7,1.9,4.6,0.2,24.5,52.8,5574,2.5,3.0,2.8,7.9,8.2,15.4,12.2,19.0,11.2,17.7,96147,121707,36.0,508912.4930500872,0.0084,0.00036,8.0,20.0
08884,ZCTA5 08884,8187,86.2,3.3,1.1,7.5,0.1,15.0,74.3,3323,1.1,3.3,6.2,6.5,8.3,11.9,9.7,21.4,13.6,18.0,104702,128719,13.799999999999997,533684.7038909512,0.0091,0.00071375,13.0,20.0
08886,ZCTA5 08886,6435,81.8,9.1,0.2,10.6,0.4,14.6,67.8,2227,2.4,0.0,2.5,3.6,2.6,8.5,5.5,21.3,16.9,36.6,161168,184346,18.200000000000003,478431.3043761566,0.0,0.0,0.0,20.0
08887,ZCTA5 08887,1380,89.1,4.8,0.2,11.9,0.0,23.6,55.9,570,6.3,0.0,0.0,7.4,16.8,3.0,12.1,23.3,14.2,16.8,109333,125266,10.900000000000006,323829.6734847455,,,,
08889,ZCTA5 08889,10193,90.4,1.4,0.3,8.2,0.0,8.9,79.2,4333,3.2,1.4,1.9,3.3,3.8,16.0,7.4,10.8,16.0,36.1,157781,192863,9.599999999999994,691436.4258535256,0.0075,0.00025416666666666665,19.0,20.0
08890,ZCTA5 08890,17,0.0,47.1,0.0,52.9,0.0,0.0,0.0,0,-,-,-,-,-,-,-,-,-,-,-,-,100.0,,,,,
08901,ZCTA5 08901,57263,37.6,15.2,10.7,9.1,0.1,53.9,23.6,15676,12.3,5.2,10.1,7.0,8.9,10.2,11.0,17.8,8.7,8.8,65810,87892,62.4,439987.6765221288,0.0077,0.00081875,14.0,20.0
08902,ZCTA5 08902,43932,35.8,23.9,0.8,23.3,0.1,29.0,25.7,15398,2.9,1.6,3.8,4.5,7.3,11.1,9.9,19.8,16.2,22.9,121071,141707,64.2,520066.1723021924,0.0,0.0,0.0,20.0
08904,ZCTA5 08904,15121,64.2,4.6,1.7,22.9,0.0,15.8,55.1,6436,5.5,2.8,5.0,1.5,4.6,11.7,17.1,17.5,13.3,20.9,104694,137118,35.8,545713.3132906184,0.0054,6.75e-05,1.0,20.0
