ZIPCODE,NAME,total_pop,pct_white,pct_black,pct_native,pct_asian,pct_pacific_islander,pct_hispanic,pct_nonhispanic_white,hh_total,hh_less_than_10k,hh_10k_to_15k,hh_15k_to_25k,hh_25k_to_35k,hh_35k_to_50k,hh_50k_to_75k,hh_75k_to_100k,hh_100k_to_150k,hh_150k_to_200k,hh_200k_or_more,hh_median_income,hh_mean_income,pct_poc,zhvi,max_pfas,mean_pfas,total_detections,num_contaminants
07001,ZCTA5 07001,17121,45.1,34.4,1.4,17.0,0.0,25.3,27.9,5615,4.0,1.2,3.2,4.5,11.0,9.7,15.0,22.6,9.7,19.0,101670,125172,54.9,498164.455781928,,,,
07002,ZCTA5 07002,71553,65.5,17.3,1.5,10.2,0.1,32.1,42.5,28951,4.9,4.7,6.0,6.7,8.2,14.5,14.8,19.5,8.2,12.6,83887,106298,34.5,578074.9484615728,0.0046,0.00016375,3.0,20.0
07003,ZCTA5 07003,53771,56.5,20.1,1.7,11.0,0.0,30.9,37.4,21215,2.7,2.0,4.9,5.5,5.6,14.8,12.6,20.0,12.6,19.1,103663,139365,43.5,582757.3291699187,0.0053,8e-05,4.0,20.0
07004,ZCTA5 07004,7824,94.7,1.8,0.2,4.2,0.2,11.7,82.2,3039,6.3,0.0,2.5,4.5,3.6,5.0,16.0,23.8,15.1,23.1,115980,145876,5.299999999999997,770204.2155529688,0.0115,0.00141375,17.0,20.0
07005,ZCTA5 07005,15307,86.6,5.3,1.5,8.7,0.2,11.6,74.1,5801,5.4,0.8,3.7,5.2,3.7,7.1,11.8,17.6,16.1,28.6,132629,168824,13.400000000000006,691455.4331793509,0.0111,0.0009619289340101523,36.0,20.0
07006,ZCTA5 07006,26654,84.6,5.2,1.3,11.2,0.2,12.7,72.0,10074,3.5,0.6,2.4,3.0,5.6,9.6,9.2,16.2,13.7,36.1,149102,196078,15.400000000000006,807492.0629393406,0.0423,0.0011405,69.0,20.0
07008,ZCTA5 07008,25526,34.7,24.5,1.6,27.3,0.2,34.3,18.7,8230,4.2,2.9,4.3,3.0,8.9,17.0,11.3,19.7,14.9,13.7,97021,121147,65.3,523086.60427457985,0.0073,0.0002515,11.0,20.0
07009,ZCTA5 07009,13535,85.1,4.9,0.7,10.2,0.4,7.9,76.1,4992,5.2,0.3,2.7,2.8,4.4,7.2,6.1,20.0,19.1,32.3,151625,184350,14.900000000000006,731485.4798077065,0.0423,0.00050625,15.0,20.0
07010,ZCTA5 07010,25781,63.5,5.8,4.6,15.5,0.0,34.5,41.4,10609,4.4,4.1,4.3,5.6,10.4,14.9,8.6,22.4,9.1,16.3,93452,121080,36.5,606978.1962323772,0.014,0.0011375,48.0,20.0
07011,ZCTA5 07011,38587,62.7,9.4,1.1,5.2,0.3,55.0,33.6,13771,5.9,3.7,7.7,6.1,11.3,15.7,10.2,20.7,9.8,8.9,74194,94396,37.3,548756.7240348505,0.0119,0.00197875,23.0,20.0
07012,ZCTA5 07012,14653,73.4,9.1,1.7,12.4,0.4,25.4,56.1,5595,3.4,2.0,2.6,4.7,9.3,13.4,12.5,17.8,14.2,20.1,101737,139204,26.599999999999994,606019.9730004895,0.0119,0.00197875,23.0,20.0
07013,ZCTA5 07013,30811,72.5,4.2,0.9,13.1,0.0,27.4,55.5,12193,2.1,1.4,6.0,6.1,5.4,10.9,11.7,16.4,14.8,25.1,116273,153353,27.5,587619.291135846,0.0119,0.00197875,23.0,20.0
07014,ZCTA5 07014,4975,74.3,4.1,0.0,11.7,0.0,34.8,51.3,1916,2.4,1.1,4.1,4.3,1.3,9.2,13.0,25.9,11.8,26.9,119545,154919,25.700000000000003,542622.3879449033,0.0119,0.00197875,23.0,20.0
07016,ZCTA5 07016,24074,91.9,3.2,0.7,3.7,0.0,8.2,84.0,9426,1.3,1.5,3.8,2.2,5.2,11.2,9.7,14.0,13.0,38.3,155972,203986,8.099999999999994,709746.8271688787,0.0075,0.00025416666666666665,19.0,20.0
07017,ZCTA5 07017,40910,5.9,84.6,1.8,2.0,0.3,12.4,2.2,15916,5.6,7.3,11.0,6.9,11.9,15.8,11.6,17.9,5.2,6.8,58853,78812,94.1,487773.6381699185,0.0053,0.00012000000000000002,4.0,20.0
07018,ZCTA5 07018,28924,4.7,88.5,0.5,2.1,0.1,9.2,1.6,12287,9.9,5.9,7.8,6.9,7.4,21.5,14.2,13.8,5.6,6.9,62564,81099,95.3,466857.2777088443,0.013,0.00062,3.0,20.0
07020,ZCTA5 07020,14759,52.6,5.8,0.3,41.2,0.0,16.6,36.9,7217,5.9,1.4,1.8,7.2,4.9,9.3,9.5,19.8,6.1,34.1,124050,173399,47.4,661099.8311703958,0.014,0.0011375,48.0,20.0
07021,ZCTA5 07021,2361,89.9,4.1,0.2,8.8,0.0,11.1,75.8,752,0.5,0.3,2.3,2.3,3.9,2.5,4.4,8.8,9.8,65.3,"250,000+",347851,10.099999999999994,1306684.2017867218,0.0423,0.00117125,9.0,20.0
07022,ZCTA5 07022,15099,60.6,2.3,2.2,7.0,0.0,65.8,25.8,5463,9.5,6.0,5.3,8.9,8.3,17.6,14.7,9.6,9.0,11.1,63606,96588,39.4,612674.5737697884,0.014,0.0011375,48.0,20.0
07023,ZCTA5 07023,7799,86.7,9.9,1.6,9.8,0.0,11.2,69.4,2835,0.0,0.0,4.3,4.0,3.0,4.4,4.1,20.6,11.8,47.8,195529,198434,13.299999999999997,741050.2787769692,0.0075,0.00025416666666666665,19.0,20.0
07024,ZCTA5 07024,40024,48.3,4.5,0.8,45.7,0.2,13.4,37.3,18267,5.0,3.2,4.3,4.8,7.5,12.3,9.5,18.4,10.4,24.5,107396,150252,51.7,551931.9325247692,0.014,0.0011375,48.0,20.0
07026,ZCTA5 07026,32783,70.0,9.8,0.9,4.0,0.1,47.3,41.8,11191,4.3,3.8,7.4,5.3,9.8,15.9,15.3,16.7,9.8,11.7,79700,103293,30.0,568054.90101731,0.0236,0.0009425,22.0,20.0
07027,ZCTA5 07027,4885,76.0,0.8,0.1,7.3,0.0,21.2,63.3,2129,2.8,1.7,4.9,9.1,6.0,11.7,10.7,15.9,15.0,22.2,110670,143718,24.0,658651.1397515876,0.0075,0.00025416666666666665,19.0,20.0
07028,ZCTA5 07028,8022,87.7,5.9,0.4,9.0,0.0,10.7,74.1,2533,2.6,0.6,0.0,1.1,2.7,2.7,6.4,8.6,12.1,63.3,247361,295749,12.299999999999997,1083207.678555841,0.0082,0.00028571428571428574,7.0,20.0
07029,ZCTA5 07029,22866,47.6,6.2,2.0,22.2,0.0,42.6,26.4,10192,5.7,2.7,5.6,5.2,7.7,18.4,8.9,18.7,12.6,14.4,88333,111679,52.4,554469.1700768418,0.0088,0.00079875,10.0,20.0
07030,ZCTA5 07030,58668,80.1,5.9,0.5,14.6,0.0,13.4,65.5,28088,3.9,3.1,2.7,2.6,3.4,7.5,6.0,13.3,13.2,44.3,180579,230343,19.900000000000006,854368.0354802246,0.014,0.001068796992481203,50.0,20.0
07031,ZCTA5 07031,16461,74.7,6.5,1.6,10.7,0.2,30.3,52.7,6649,1.8,1.2,4.0,6.3,7.6,16.4,15.7,20.4,11.5,15.1,94201,116978,25.299999999999997,591529.4773550864,0.0114,0.0012975,17.0,20.0
07032,ZCTA5 07032,40614,61.8,8.3,1.6,5.9,0.4,51.7,30.7,14751,5.1,2.3,3.8,6.6,8.3,21.4,13.8,19.1,10.1,9.5,79154,101127,38.2,557101.5854806761,0.0048,0.00014516129032258063,2.0,20.0
07033,ZCTA5 07033,8401,71.6,6.9,0.3,6.4,0.0,31.6,56.2,2842,2.0,3.9,4.7,6.3,4.4,12.8,11.4,18.0,14.1,22.5,118611,161119,28.400000000000006,601389.313912448,0.0075,0.00025416666666666665,19.0,20.0
07034,ZCTA5 07034,11018,58.7,3.5,0.2,37.4,0.0,10.1,49.1,4510,3.9,0.5,2.1,4.8,4.9,15.4,17.0,20.5,14.5,16.5,104663,130396,41.3,512171.5135619856,0.0109,0.0009456896551724138,100.0,20.0
07035,ZCTA5 07035,11120,86.6,6.3,0.3,7.0,0.0,16.4,71.8,4017,2.0,0.8,3.7,3.8,6.9,10.0,13.8,16.0,22.3,20.7,123234,152194,13.400000000000006,519140.3997888446,0.0054,0.00014125000000000002,5.0,20.0
07036,ZCTA5 07036,45671,52.5,29.9,1.8,4.0,0.1,34.4,31.9,16239,3.7,1.6,4.3,5.7,8.9,17.7,13.7,16.7,14.7,12.9,91882,115184,47.5,514550.6777886969,0.0075,0.00025416666666666665,19.0,20.0
07039,ZCTA5 07039,31488,59.7,5.1,0.3,36.2,0.2,5.1,53.4,10451,2.1,0.2,0.8,2.1,3.2,4.5,5.5,13.2,12.7,55.7,229806,302041,40.3,1011399.4511826496,0.044,0.0010005882352941177,144.0,20.0
07040,ZCTA5 07040,25613,58.4,31.5,1.3,6.6,0.0,11.2,51.2,8662,2.0,2.5,1.5,0.4,5.6,8.0,9.3,16.0,10.0,44.8,173500,221713,41.6,877490.2803483332,0.0275,0.000448,44.0,20.0
07041,ZCTA5 07041,7532,58.1,4.2,0.3,35.0,0.0,9.3,48.1,2637,0.9,3.8,1.0,1.2,5.4,10.8,5.5,9.7,9.4,52.3,202750,253530,41.9,1173632.3988874613,0.0275,0.000448,44.0,20.0
07042,ZCTA5 07042,27326,62.0,32.3,1.0,9.0,0.1,12.8,48.8,11549,5.3,1.1,4.5,5.7,5.5,11.0,9.2,15.4,11.0,31.3,122847,191011,38.0,877245.9218695475,0.013,0.00045250000000000005,10.0,20.0
07043,ZCTA5 07043,13256,86.8,8.6,1.2,9.5,0.0,6.1,74.1,4258,2.2,0.4,2.3,1.0,4.5,2.5,4.9,9.3,11.5,61.4,"250,000+",333015,13.200000000000003,1259879.3327035925,0.0423,0.0006920833333333333,19.0,20.0
07044,ZCTA5 07044,14545,91.9,3.8,3.4,4.9,0.0,7.9,81.2,5829,5.6,2.6,2.7,1.5,3.3,9.5,11.4,10.3,12.7,40.4,161843,200791,8.099999999999994,699974.4513439523,0.0423,0.0005330882352941177,53.0,20.0
07045,ZCTA5 07045,10561,69.8,2.8,2.1,28.7,0.0,6.4,62.0,3825,2.9,1.5,2.7,0.9,8.0,4.8,5.8,13.7,11.2,48.5,185078,226439,30.200000000000003,790746.9431121164,0.0111,0.0006744444444444445,46.0,20.0
07046,ZCTA5 07046,4585,84.7,0.2,0.6,17.5,0.0,3.8,76.5,1443,1.9,0.0,0.0,0.7,0.6,4.4,1.8,7.8,16.2,66.6,"250,000+",368558,15.299999999999997,1123382.3139820865,0.0133,0.0006626923076923077,29.0,20.0
07047,ZCTA5 07047,61250,55.3,7.5,2.8,8.0,0.0,71.4,17.5,23804,6.1,4.3,6.4,6.9,9.2,14.6,13.1,17.6,9.4,12.4,78911,106746,44.7,565547.1681703259,0.014,0.0011375,48.0,20.0
07050,ZCTA5 07050,34181,16.5,60.5,1.0,2.7,0.3,34.9,5.0,12099,8.5,6.0,8.5,10.5,15.5,15.1,11.7,9.2,8.2,6.7,52563,77303,83.5,476252.6476441485,0.013,0.0005933333333333333,12.0,20.0
07052,ZCTA5 07052,48620,51.1,31.2,0.7,6.5,0.1,22.5,40.4,17184,3.4,2.5,3.5,6.0,5.9,8.5,9.9,16.2,13.3,30.7,129475,175674,48.9,628563.8556259644,0.0423,0.0005330882352941177,53.0,20.0
07054,ZCTA5 07054,29480,49.3,5.6,1.0,45.1,0.0,8.9,40.5,12252,6.2,1.0,3.6,3.9,4.7,12.9,14.7,19.1,11.0,22.9,104214,140505,50.7,707430.3592085956,0.0109,0.0009456896551724138,100.0,20.0
07055,ZCTA5 07055,70002,70.2,9.8,1.9,4.8,0.2,73.3,14.1,21151,5.2,6.7,9.9,9.9,13.6,17.6,12.8,12.4,4.9,6.9,55371,78683,29.799999999999997,528951.8127635985,0.0119,0.00197875,23.0,20.0
07057,ZCTA5 07057,11889,81.7,6.3,0.2,4.9,0.0,18.9,70.2,4726,3.8,3.7,7.7,4.6,10.2,14.2,14.6,19.2,10.6,11.3,85862,106284,18.299999999999997,614351.1927476019,0.014,0.001115357142857143,56.0,20.0
07058,ZCTA5 07058,5946,61.5,4.2,0.8,33.1,0.0,1.9,58.2,2280,3.4,0.0,0.7,4.0,2.9,1.8,11.0,32.5,15.3,28.3,127805,159869,38.5,877201.5668648453,,,,
07059,ZCTA5 07059,16811,76.2,6.0,1.5,20.4,0.0,9.2,65.5,5597,1.7,1.0,1.6,1.8,3.1,6.4,4.0,16.2,10.9,53.3,212479,304191,23.799999999999997,1060716.0230433007,0.0275,0.0003753125,63.0,20.0
07060,ZCTA5 07060,48363,25.6,25.9,2.0,3.1,0.0,62.9,9.2,14951,3.0,3.8,5.8,5.9,12.9,16.4,14.8,19.2,9.4,8.8,78602,100081,74.4,507225.5910085631,0.0075,0.00025416666666666665,19.0,20.0
07062,ZCTA5 07062,15399,17.4,50.4,1.5,1.2,0.0,38.6,11.4,4843,3.7,2.1,3.1,2.7,6.4,17.3,16.4,20.8,14.9,12.7,98344,120766,82.6,468263.4262578784,0.0075,0.00025416666666666665,19.0,20.0
07063,ZCTA5 07063,14235,14.4,37.5,0.8,1.4,0.3,53.9,7.4,3931,3.4,1.1,4.5,3.6,8.0,16.7,16.0,22.0,14.1,10.6,93304,106796,85.6,477174.2679680872,0.0075,0.00025416666666666665,19.0,20.0
07064,ZCTA5 07064,3481,53.1,15.4,1.3,8.9,0.0,40.1,38.3,1101,3.0,1.4,2.2,3.5,5.4,7.1,17.9,14.8,22.0,22.8,133854,143283,46.9,501834.3515556956,,,,
07065,ZCTA5 07065,30109,47.8,36.4,0.2,7.1,0.0,27.4,29.3,12257,3.4,4.0,7.2,6.0,8.1,14.4,13.8,20.1,11.1,11.9,91461,104551,52.2,511524.1572652505,0.0069,0.00027875,4.0,20.0
07066,ZCTA5 07066,15622,88.5,3.2,1.9,5.0,0.0,12.6,77.7,5929,1.3,2.0,2.4,2.1,5.5,12.6,13.0,21.4,13.7,25.9,133504,152086,11.5,696826.7776666376,0.0075,0.0002532142857142857,30.0,20.0
07067,ZCTA5 07067,18587,67.8,7.9,1.8,16.9,0.0,17.5,56.4,6262,2.3,2.3,3.6,7.1,3.9,9.5,9.2,19.1,14.9,28.0,122713,153720,32.2,601422.3357554795,0.014,0.0011375,48.0,20.0
07068,ZCTA5 07068,6268,84.8,0.4,0.0,17.7,0.4,6.2,71.1,2513,1.1,0.6,4.9,1.5,1.8,7.3,12.0,16.8,11.1,43.0,164458,203213,15.200000000000003,750203.8073036852,0.0079,0.0004316666666666667,4.0,20.0
07069,ZCTA5 07069,6623,83.9,3.2,0.3,16.3,0.0,8.6,69.9,2412,4.0,0.0,4.1,3.1,2.2,7.4,9.3,10.1,16.4,43.4,171705,238798,16.099999999999994,1028731.6951848896,0.0275,0.0003753125,63.0,20.0
07070,ZCTA5 07070,18894,78.6,5.1,0.7,14.8,0.2,20.8,59.8,6875,2.3,2.3,1.7,3.9,6.1,11.3,6.0,18.6,18.0,29.8,143153,169304,21.400000000000006,694962.916519725,0.014,0.0011375,48.0,20.0
07071,ZCTA5 07071,22463,81.1,6.1,0.7,6.3,0.4,29.1,60.6,9208,4.5,3.8,2.8,3.4,7.2,12.2,12.7,20.8,12.5,20.2,111711,134479,18.900000000000006,612611.4820100454,0.008,0.0009062499999999999,13.0,20.0
07072,ZCTA5 07072,6378,82.6,0.0,1.4,15.3,0.0,23.0,59.1,2586,6.9,1.2,2.9,11.1,5.5,10.5,6.6,15.0,18.1,22.2,115444,127627,17.400000000000006,628569.0291017299,0.014,0.0011375,48.0,20.0
07073,ZCTA5 07073,10313,63.6,6.9,1.0,18.0,0.0,22.7,51.7,4217,3.6,0.9,5.8,4.3,5.7,15.6,16.1,22.6,12.0,13.4,97993,118724,36.4,600782.0643000278,0.014,0.0011375,48.0,20.0
07074,ZCTA5 07074,3126,67.1,0.5,1.4,17.2,0.0,45.7,35.0,1061,2.8,6.7,6.7,3.8,6.1,15.1,10.8,15.8,15.4,16.8,90260,117570,32.900000000000006,632876.0671271066,0.014,0.0011375,48.0,20.0
07075,ZCTA5 07075,10218,58.2,8.5,1.1,22.0,0.0,20.9,49.0,3910,3.0,0.8,2.6,1.2,6.0,8.1,14.1,20.2,13.3,30.7,136108,178767,41.8,656173.8600573326,0.014,0.0011375,48.0,20.0
07076,ZCTA5 07076,24843,76.2,13.4,1.0,15.5,0.0,13.8,59.6,8563,2.1,1.0,1.3,6.6,4.9,5.1,4.9,14.8,13.0,46.4,183655,217722,23.799999999999997,773255.6620502978,0.0075,0.00025416666666666665,19.0,20.0
07077,ZCTA5 07077,3248,60.9,22.6,0.2,12.5,0.0,24.7,46.4,1291,5.1,0.0,0.6,3.2,4.9,20.4,11.7,22.2,10.5,21.3,108948,134393,39.1,491163.757486497,0.019,0.002175,23.0,20.0
07078,ZCTA5 07078,14613,56.1,2.2,0.3,42.9,0.2,4.4,49.9,4519,1.6,0.5,0.8,0.8,0.5,2.8,1.6,7.9,3.6,79.9,"250,000+",538045,43.9,2186568.696637982,0.0275,0.00045875000000000006,47.0,20.0
07079,ZCTA5 07079,18539,72.8,22.0,0.9,9.2,0.2,9.6,60.8,6113,3.5,1.3,4.0,2.2,3.6,8.3,3.3,11.5,13.4,48.8,195417,258167,27.200000000000003,983455.1178350928,0.0275,0.00044985294117647057,52.0,20.0
07080,ZCTA5 07080,24411,59.8,11.2,1.3,22.4,0.0,17.0,48.0,8324,1.9,0.6,2.1,1.9,5.5,10.9,11.4,23.1,15.7,26.8,130205,148749,40.2,529143.8289657246,0.0075,0.0002532142857142857,30.0,20.0
07081,ZCTA5 07081,17171,69.7,11.1,0.2,10.1,0.1,17.8,60.8,6883,3.0,3.7,2.8,2.9,5.1,7.7,10.3,13.6,14.2,36.7,155906,178477,30.299999999999997,679659.7816664432,0.0275,0.000448,44.0,20.0
07082,ZCTA5 07082,5723,84.2,4.2,0.2,13.6,0.0,9.9,74.5,2123,0.4,0.0,0.8,8.0,2.1,16.1,6.3,8.3,7.9,50.2,205023,254737,15.799999999999997,826063.9762048101,,,,
07083,ZCTA5 07083,58170,38.7,40.6,1.2,11.8,0.1,19.3,27.9,20278,3.1,1.3,3.9,3.5,6.6,10.9,10.8,25.0,12.8,22.3,121887,140179,61.3,547327.6917115451,0.0275,0.0003753125,63.0,20.0
07086,ZCTA5 07086,17295,65.3,6.4,1.6,22.2,0.3,34.8,38.7,8588,2.1,2.5,2.9,2.8,7.8,11.1,10.8,16.7,11.2,32.0,127763,191656,34.7,822545.1863717757,,,,
07087,ZCTA5 07087,66463,47.1,9.7,3.4,4.5,0.2,81.8,9.5,25725,7.4,5.6,8.8,9.4,9.3,15.6,13.4,16.8,5.1,8.7,64310,86916,52.9,506978.4146887906,0.014,0.0011375,48.0,20.0
07088,ZCTA5 07088,2901,9.2,72.8,0.6,3.3,0.0,18.8,7.1,1096,4.2,1.0,7.6,7.1,7.4,10.8,19.0,22.4,4.0,16.5,93240,106157,90.8,474874.1179818216,0.0275,0.000448,44.0,20.0
07090,ZCTA5 07090,31111,85.2,4.1,0.5,11.3,0.2,8.0,76.5,10900,1.7,0.3,1.6,3.3,2.5,4.1,7.6,13.4,9.7,55.7,232629,306889,14.799999999999997,1181911.9331208284,0.0075,0.00025416666666666665,19.0,20.0
07092,ZCTA5 07092,7049,84.1,2.8,0.0,13.0,0.0,13.2,71.3,2508,2.0,0.7,0.7,0.7,5.5,9.3,6.9,16.3,6.9,50.8,211538,237360,15.900000000000006,1004116.6414711856,0.0075,0.00025416666666666665,19.0,20.0
07093,ZCTA5 07093,63758,51.4,8.1,3.6,8.6,0.1,74.2,13.6,25656,3.6,7.1,9.1,7.8,9.1,14.6,12.0,15.1,9.8,11.8,73174,104502,48.6,438920.4425492918,0.014,0.0011375,48.0,20.0
07094,ZCTA5 07094,21778,50.8,9.0,2.2,37.5,0.0,18.3,33.7,8704,3.1,2.4,3.4,4.2,2.6,9.5,12.3,18.1,9.1,35.4,139821,172458,49.2,600192.86277906,0.014,0.0011375,48.0,20.0
07095,ZCTA5 07095,20756,53.5,12.2,1.8,26.5,0.0,24.6,38.0,7921,1.9,2.0,8.2,3.7,5.8,11.1,14.7,18.7,16.6,17.3,104926,122083,46.5,442222.2969471556,0.0073,0.0002515,11.0,20.0
07102,ZCTA5 07102,12358,25.9,53.9,1.0,8.9,0.2,19.4,15.0,6270,17.2,13.0,10.3,5.8,8.6,10.9,9.2,14.1,6.1,4.8,38864,66509,74.1,440359.1264656018,0.0053,0.00012000000000000002,4.0,20.0
07103,ZCTA5 07103,37293,14.2,71.4,2.2,4.7,0.0,22.6,4.6,12878,13.7,10.0,7.9,6.5,10.0,18.1,10.8,13.8,5.2,4.1,51534,67765,85.8,387466.3892796223,,,,
07104,ZCTA5 07104,52266,33.9,29.6,1.7,1.0,1.1,65.5,7.2,20207,10.0,7.6,7.3,8.1,14.5,16.9,11.2,14.6,3.6,6.2,53978,74052,66.1,512414.2841024899,,,,
07105,ZCTA5 07105,57093,51.5,8.9,3.9,0.8,0.0,50.3,24.5,19099,4.4,1.9,11.0,7.8,15.4,22.9,13.6,14.5,4.0,4.4,59847,76392,48.5,561278.2734925385,,,,
07106,ZCTA5 07106,36383,10.0,79.9,0.8,4.5,0.0,16.5,2.6,12944,9.8,4.8,7.1,12.8,13.1,15.8,9.5,13.5,6.8,6.7,53440,79734,90.0,462551.4834958259,,,,
07107,ZCTA5 07107,43293,20.8,37.7,1.5,2.2,0.3,55.2,6.1,15184,8.2,8.7,11.3,7.4,13.3,17.7,12.3,10.8,6.7,3.6,51242,75162,79.2,522301.4539491621,,,,
07108,ZCTA5 07108,28790,16.1,82.2,0.7,0.8,0.0,18.1,1.9,11383,18.6,9.7,10.0,10.5,9.6,15.0,6.5,11.4,3.5,5.2,36200,60252,83.9,511856.5434467236,,,,
07109,ZCTA5 07109,37984,54.3,10.2,0.9,10.7,0.3,51.9,29.2,14249,4.9,2.0,4.0,6.1,8.0,16.1,14.7,17.1,12.5,14.5,90438,119626,45.7,494646.5820071081,0.0053,8.64864864864865e-05,4.0,20.0
07110,ZCTA5 07110,29980,75.3,3.8,1.0,14.0,0.0,20.9,60.1,11914,4.2,2.2,2.9,3.2,5.7,10.4,9.2,23.3,11.2,27.8,119646,148468,24.700000000000003,628119.3060288971,0.0053,0.00012000000000000002,4.0,20.0
07111,ZCTA5 07111,60867,6.9,87.2,0.7,1.2,0.3,12.3,1.6,23542,9.2,6.5,5.9,9.7,10.1,17.7,14.8,14.3,6.8,5.1,61609,77197,93.1,408892.32274288574,0.0275,0.000448,44.0,20.0
07112,ZCTA5 07112,29456,6.0,87.7,0.5,1.0,0.0,10.5,1.6,11263,11.2,3.1,9.9,6.1,12.0,23.4,9.7,13.1,5.7,5.7,58200,77246,94.0,489189.82179792575,,,,
07114,ZCTA5 07114,13670,37.3,50.7,1.1,1.9,0.9,33.9,12.5,4401,13.3,19.2,10.3,6.5,10.6,9.5,7.4,14.6,4.8,3.7,36019,58546,62.7,495792.02648810646,,,,
07201,ZCTA5 07201,28467,46.9,26.3,3.9,1.5,0.0,66.2,9.0,9583,1.9,8.2,8.8,9.7,13.2,19.1,15.3,12.9,5.6,5.2,60080,78526,53.1,469679.9377282786,0.0053,0.00014625,8.0,20.0
07202,ZCTA5 07202,44968,36.4,15.9,2.2,2.5,0.1,70.3,12.2,15451,6.1,3.1,7.2,8.4,10.9,16.8,16.0,16.1,8.7,6.7,71250,85775,63.6,480039.3471687332,0.0045,0.00019875,4.0,20.0
07203,ZCTA5 07203,22646,28.6,45.9,2.9,1.9,0.1,44.2,11.3,8407,3.2,1.5,3.6,7.3,8.7,16.9,13.2,22.0,11.9,11.8,92762,114289,71.4,492929.166400074,0.0075,0.00025416666666666665,19.0,20.0
07204,ZCTA5 07204,14093,61.2,11.8,0.4,15.0,0.0,32.2,40.3,5408,1.8,1.1,2.4,3.2,6.7,19.5,8.4,21.8,17.7,17.3,109679,135068,38.8,533930.4620710223,0.0075,0.00025416666666666665,19.0,20.0
07205,ZCTA5 07205,22349,26.5,51.5,1.0,1.7,0.0,27.5,15.9,7032,2.6,3.2,3.9,3.8,10.5,12.0,14.3,23.2,13.1,13.4,99528,115506,73.5,501649.82570383494,,,,
07206,ZCTA5 07206,31930,22.7,21.7,0.8,2.0,0.2,71.2,7.4,9308,6.5,4.9,5.4,8.2,13.1,16.2,16.5,15.7,6.1,7.5,68420,84877,77.3,479236.2518934855,0.0045,0.00019875,4.0,20.0
07208,ZCTA5 07208,31937,49.8,19.7,3.2,3.5,0.0,60.6,19.2,11779,3.9,5.0,4.1,7.5,18.4,17.0,14.7,11.5,8.3,9.6,65511,90591,50.2,545494.231549187,0.0045,0.00019875,4.0,20.0
07302,ZCTA5 07302,56220,53.9,7.2,0.8,37.3,0.0,14.5,40.1,28824,4.2,2.0,2.7,2.6,3.0,7.1,6.7,15.0,11.7,44.9,175077,223346,46.1,900331.6483794762,0.0092,0.0010584415584415584,15.0,20.0
07304,ZCTA5 07304,51306,34.3,38.9,2.0,15.4,0.1,28.8,18.4,20852,7.3,5.2,6.7,6.6,10.2,16.8,12.1,13.4,10.1,11.6,70986,97204,65.7,541486.2815145556,0.0092,0.0010584415584415584,15.0,20.0
07305,ZCTA5 07305,72161,24.0,44.9,1.7,18.6,0.3,29.8,10.6,26177,7.1,4.5,8.4,5.0,8.2,16.4,7.8,20.2,8.8,13.7,76527,110030,76.0,549833.4969723378,0.0092,0.0010584415584415584,15.0,20.0
07306,ZCTA5 07306,54017,39.2,15.4,1.9,37.7,0.1,24.2,23.9,22937,8.5,4.6,7.3,6.6,8.8,14.2,12.8,14.5,10.2,12.4,74953,102430,60.8,542035.1240745606,0.0092,0.0010584415584415584,15.0,20.0
07307,ZCTA5 07307,42645,49.5,9.5,2.8,25.9,0.5,39.2,28.0,17557,4.5,4.1,6.1,4.2,9.4,17.7,10.4,15.4,10.1,18.0,83297,121636,50.5,735904.646071087,0.0092,0.0010584415584415584,15.0,20.0
07310,ZCTA5 07310,16015,34.8,3.7,2.4,59.6,0.3,7.2,26.0,7822,8.1,1.7,0.4,2.8,3.1,8.1,6.0,11.6,10.5,47.7,183464,234665,65.2,970490.7476733292,0.0092,0.0010584415584415584,15.0,20.0
07311,ZCTA5 07311,1714,43.5,12.3,0.0,54.3,1.1,10.4,24.6,1054,0.0,0.0,2.1,0.0,2.0,1.5,4.6,5.3,34.4,50.1,202679,241726,56.5,,0.0092,0.0010584415584415584,15.0,20.0
07401,ZCTA5 07401,6865,81.1,1.0,0.0,22.1,0.0,3.1,73.1,2504,5.2,0.6,4.0,2.8,1.7,6.0,9.7,19.9,12.1,38.1,160162,233010,18.900000000000006,1018449.3135934452,0.0178,0.0010493750000000002,78.0,20.0
07403,ZCTA5 07403,7685,86.8,3.3,0.8,4.1,0.5,22.3,72.6,2867,2.8,1.3,2.6,1.8,11.1,9.6,11.3,21.5,12.6,25.6,128010,158323,13.200000000000003,526039.3939176929,0.0079,0.00035125,4.0,20.0
07405,ZCTA5 07405,17983,88.3,2.6,0.5,6.2,0.0,14.7,76.3,6794,2.9,2.0,1.4,3.9,4.3,10.4,10.1,19.6,14.4,31.1,135169,181841,11.700000000000003,648237.9090287379,0.009,0.00044124999999999996,5.0,20.0
07407,ZCTA5 07407,21412,61.6,13.2,0.7,10.5,0.2,29.5,48.6,7462,2.4,4.9,4.0,6.6,10.1,11.0,9.2,23.6,10.7,17.2,101740,123193,38.4,592711.5227463928,0.0093,0.0004325,6.0,20.0
07410,ZCTA5 07410,35610,76.1,6.7,0.8,15.5,0.1,13.7,64.9,12229,3.2,1.1,2.6,4.5,5.7,8.1,9.2,16.9,14.5,34.2,144574,168307,23.900000000000006,671378.8891136571,0.013,0.0011394999999999999,35.0,20.0
