GEO_ID,NAME,DP05_0001E,DP05_0001M,DP05_0002E,DP05_0002M,DP05_0003E,DP05_0003M,DP05_0004E,DP05_0004M,DP05_0005E,DP05_0005M,DP05_0006E,DP05_0006M,DP05_0007E,DP05_0007M,DP05_0008E,DP05_0008M,DP05_0009E,DP05_0009M,DP05_0010E,DP05_0010M,DP05_0011E,DP05_0011M,DP05_0012E,DP05_0012M,DP05_0013E,DP05_0013M,DP05_0014E,DP05_0014M,DP05_0015E,DP05_0015M,DP05_0016E,DP05_0016M,DP05_0017E,DP05_0017M,DP05_0018E,DP05_0018M,DP05_0019E,DP05_0019M,DP05_0020E,DP05_0020M,DP05_0021E,DP05_0021M,DP05_0022E,DP05_0022M,DP05_0023E,DP05_0023M,DP05_0024E,DP05_0024M,DP05_0025E,DP05_0025M,DP05_0026E,DP05_0026M,DP05_0027E,DP05_0027M,DP05_0028E,DP05_0028M,DP05_0029E,DP05_0029M,DP05_0030E,DP05_0030M,DP05_0031E,DP05_0031M,DP05_0032E,DP05_0032M,DP05_0033E,DP05_0033M,DP05_0034E,DP05_0034M,DP05_0035E,DP05_0035M,DP05_0036E,DP05_0036M,DP05_0037E,DP05_0037M,DP05_0038E,DP05_0038M,DP05_0039E,DP05_0039M,DP05_0040E,DP05_0040M,DP05_0041E,DP05_0041M,DP05_0042E,DP05_0042M,DP05_0043E,DP05_0043M,DP05_0044E,DP05_0044M,DP05_0045E,DP05_0045M,DP05_0046E,DP05_0046M,DP05_0047E,DP05_0047M,DP05_0048E,DP05_0048M,DP05_0049E,DP05_0049M,DP05_0050E,DP05_0050M,DP05_0051E,DP05_0051M,DP05_0052E,DP05_0052M,DP05_0053E,DP05_0053M,DP05_0054E,DP05_0054M,DP05_0055E,DP05_0055M,DP05_0056E,DP05_0056M,DP05_0057E,DP05_0057M,DP05_0058E,DP05_0058M,DP05_0059E,DP05_0059M,DP05_0060E,DP05_0060M,DP05_0061E,DP05_0061M,DP05_0062E,DP05_0062M,DP05_0063E,DP05_0063M,DP05_0064E,DP05_0064M,DP05_0065E,DP05_0065M,DP05_0066E,DP05_0066M,DP05_0067E,DP05_0067M,DP05_0068E,DP05_0068M,DP05_0069E,DP05_0069M,DP05_0070E,DP05_0070M,DP05_0071E,DP05_0071M,DP05_0072E,DP05_0072M,DP05_0073E,DP05_0073M,DP05_0074E,DP05_0074M,DP05_0075E,DP05_0075M,DP05_0076E,DP05_0076M,DP05_0077E,DP05_0077M,DP05_0078E,DP05_0078M,DP05_0079E,DP05_0079M,DP05_0080E,DP05_0080M,DP05_0081E,DP05_0081M,DP05_0082E,DP05_0082M,DP05_0083E,DP05_0083M,DP05_0084E,DP05_0084M,DP05_0085E,DP05_0085M,DP05_0086E,DP05_0086M,DP05_0087E,DP05_0087M,DP05_0088E,DP05_0088M,DP05_0089E,DP05_0089M,DP05_0090E,DP05_0090M,DP05_0091E,DP05_0091M,DP05_0092E,DP05_0092M,DP05_0093E,DP05_0093M,DP05_0094E,DP05_0094M,DP05_0095E,DP05_0095M,DP05_0096E,DP05_0096M,DP05_0097E,DP05_0097M,DP05_0098E,DP05_0098M,DP05_0099E,DP05_0099M,DP05_0100E,DP05_0100M,DP05_0101E,DP05_0101M,DP05_0102E,DP05_0102M,DP05_0103E,DP05_0103M,DP05_0104E,DP05_0104M,DP05_0105E,DP05_0105M,DP05_0106E,DP05_0106M,DP05_0107E,DP05_0107M,DP05_0108E,DP05_0108M,DP05_0001PE,DP05_0001PM,DP05_0002PE,DP05_0002PM,DP05_0003PE,DP05_0003PM,DP05_0004PE,DP05_0004PM,DP05_0005PE,DP05_0005PM,DP05_0006PE,DP05_0006PM,DP05_0007PE,DP05_0007PM,DP05_0008PE,DP05_0008PM,DP05_0009PE,DP05_0009PM,DP05_0010PE,DP05_0010PM,DP05_0011PE,DP05_0011PM,DP05_0012PE,DP05_0012PM,DP05_0013PE,DP05_0013PM,DP05_0014PE,DP05_0014PM,DP05_0015PE,DP05_0015PM,DP05_0016PE,DP05_0016PM,DP05_0017PE,DP05_0017PM,DP05_0018PE,DP05_0018PM,DP05_0019PE,DP05_0019PM,DP05_0020PE,DP05_0020PM,DP05_0021PE,DP05_0021PM,DP05_0022PE,DP05_0022PM,DP05_0023PE,DP05_0023PM,DP05_0024PE,DP05_0024PM,DP05_0025PE,DP05_0025PM,DP05_0026PE,DP05_0026PM,DP05_0027PE,DP05_0027PM,DP05_0028PE,DP05_0028PM,DP05_0029PE,DP05_0029PM,DP05_0030PE,DP05_0030PM,DP05_0031PE,DP05_0031PM,DP05_0032PE,DP05_0032PM,DP05_0033PE,DP05_0033PM,DP05_0034PE,DP05_0034PM,DP05_0035PE,DP05_0035PM,DP05_0036PE,DP05_0036PM,DP05_0037PE,DP05_0037PM,DP05_0038PE,DP05_0038PM,DP05_0039PE,DP05_0039PM,DP05_0040PE,DP05_0040PM,DP05_0041PE,DP05_0041PM,DP05_0042PE,DP05_0042PM,DP05_0043PE,DP05_0043PM,DP05_0044PE,DP05_0044PM,DP05_0045PE,DP05_0045PM,DP05_0046PE,DP05_0046PM,DP05_0047PE,DP05_0047PM,DP05_0048PE,DP05_0048PM,DP05_0049PE,DP05_0049PM,DP05_0050PE,DP05_0050PM,DP05_0051PE,DP05_0051PM,DP05_0052PE,DP05_0052PM,DP05_0053PE,DP05_0053PM,DP05_0054PE,DP05_0054PM,DP05_0055PE,DP05_0055PM,DP05_0056PE,DP05_0056PM,DP05_0057PE,DP05_0057PM,DP05_0058PE,DP05_0058PM,DP05_0059PE,DP05_0059PM,DP05_0060PE,DP05_0060PM,DP05_0061PE,DP05_0061PM,DP05_0062PE,DP05_0062PM,DP05_0063PE,DP05_0063PM,DP05_0064PE,DP05_0064PM,DP05_0065PE,DP05_0065PM,DP05_0066PE,DP05_0066PM,DP05_0067PE,DP05_0067PM,DP05_0068PE,DP05_0068PM,DP05_0069PE,DP05_0069PM,DP05_0070PE,DP05_0070PM,DP05_0071PE,DP05_0071PM,DP05_0072PE,DP05_0072PM,DP05_0073PE,DP05_0073PM,DP05_0074PE,DP05_0074PM,DP05_0075PE,DP05_0075PM,DP05_0076PE,DP05_0076PM,DP05_0077PE,DP05_0077PM,DP05_0078PE,DP05_0078PM,DP05_0079PE,DP05_0079PM,DP05_0080PE,DP05_0080PM,DP05_0081PE,DP05_0081PM,DP05_0082PE,DP05_0082PM,DP05_0083PE,DP05_0083PM,DP05_0084PE,DP05_0084PM,DP05_0085PE,DP05_0085PM,DP05_0086PE,DP05_0086PM,DP05_0087PE,DP05_0087PM,DP05_0088PE,DP05_0088PM,DP05_0089PE,DP05_0089PM,DP05_0090PE,DP05_0090PM,DP05_0091PE,DP05_0091PM,DP05_0092PE,DP05_0092PM,DP05_0093PE,DP05_0093PM,DP05_0094PE,DP05_0094PM,DP05_0095PE,DP05_0095PM,DP05_0096PE,DP05_0096PM,DP05_0097PE,DP05_0097PM,DP05_0098PE,DP05_0098PM,DP05_0099PE,DP05_0099PM,DP05_0100PE,DP05_0100PM,DP05_0101PE,DP05_0101PM,DP05_0102PE,DP05_0102PM,DP05_0103PE,DP05_0103PM,DP05_0104PE,DP05_0104PM,DP05_0105PE,DP05_0105PM,DP05_0106PE,DP05_0106PM,DP05_0107PE,DP05_0107PM,DP05_0108PE,DP05_0108PM,Unnamed: 434
0400000US34,New Jersey,9343809,*****,4598393,534,4745416,534,96.9,0.1,527188,326,552869,4826,591539,4836,588087,595,560924,636,1205455,686,1238179,519,1208979,543,642881,5058,621950,5039,932861,333,480074,2862,192823,2847,40.1,0.1,2037645,348,7551127,2719,7306164,348,6977018,3020,1970852,4418,1605758,247,7306164,348,3555646,351,3750518,253,94.8,0.1,1605758,247,709233,195,896525,182,79.1,0.1,9343809,*****,8186825,13027,1156984,13027,8186825,13027,5043686,9029,46735,3466,210718,4891,196579,4170,366737,6488,611250,7773,8402,1069,3603265,13892,1194061,4914,572265,8650,2934,871,70806,4517,58914,3811,35024,3261,83,102,454035,8535,52735,3123,13232,1808,525,251,8979,1761,0,33,330,212,0,33,29669,2135,946907,3009,426992,6881,165374,4216,119845,3416,14246,1159,100766,3449,22698,2051,96986,4618,2665,408,368,137,575,191,439,203,1283,319,946771,12082,1156984,13027,93867,3759,26604,1186,76104,2760,767062,12221,11959,1377,77370,3754,9343809,*****,6071611,12833,1436006,5901,133419,4296,1065706,2901,13253,1327,1856805,11182,9343809,*****,2098960,*****,243086,7539,475835,8802,94637,4399,1285402,10493,7244849,*****,4759979,4043,1136658,4512,6569,552,938728,2839,1939,311,74315,4117,326661,5856,107338,3816,219323,4978,3791354,469,6433714,9618,3108197,5587,3325517,6044,9343809,(X),49.2,0.1,50.8,0.1,(X),(X),5.6,0.1,5.9,0.1,6.3,0.1,6.3,0.1,6.0,0.1,12.9,0.1,13.3,0.1,12.9,0.1,6.9,0.1,6.7,0.1,10.0,0.1,5.1,0.1,2.1,0.1,(X),(X),21.8,0.1,80.8,0.1,78.2,0.1,74.7,0.1,21.1,0.1,17.2,0.1,7306164,(X),48.7,0.1,51.3,0.1,(X),(X),1605758,(X),44.2,0.1,55.8,0.1,(X),(X),9343809,(X),87.6,0.1,12.4,0.1,87.6,0.1,54.0,0.1,0.5,0.1,2.3,0.1,2.1,0.1,3.9,0.1,6.5,0.1,0.1,0.1,38.6,0.1,12.8,0.1,6.1,0.1,0.0,0.1,0.8,0.1,0.6,0.1,0.4,0.1,0.0,0.1,4.9,0.1,0.6,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.3,0.1,10.1,0.1,4.6,0.1,1.8,0.1,1.3,0.1,0.2,0.1,1.1,0.1,0.2,0.1,1.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,10.1,0.1,12.4,0.1,1.0,0.1,0.3,0.1,0.8,0.1,8.2,0.1,0.1,0.1,0.8,0.1,9343809,(X),65.0,0.1,15.4,0.1,1.4,0.1,11.4,0.1,0.1,0.1,19.9,0.1,9343809,(X),22.5,*****,2.6,0.1,5.1,0.1,1.0,0.1,13.8,0.1,77.5,*****,50.9,0.1,12.2,0.1,0.1,0.1,10.0,0.1,0.0,0.1,0.8,0.1,3.5,0.1,1.1,0.1,2.3,0.1,(X),(X),6433714,(X),48.3,0.1,51.7,0.1,
860Z200US07001,ZCTA5 07001,17121,1128,9860,747,7261,666,135.8,13.9,1003,249,1006,201,571,200,694,241,908,272,2700,364,2666,361,2505,407,1456,314,1187,288,1592,466,619,175,214,100,39.6,1.8,3086,488,14316,901,14035,855,13574,819,3126,508,2425,454,14035,855,8232,566,5803,552,141.9,15.5,2425,454,1135,207,1290,400,88.0,33.6,17121,1128,14062,1129,3059,945,14062,1129,5309,689,0,22,70,62,178,96,247,119,666,253,0,22,4148,653,4850,816,2024,595,0,22,518,353,237,199,88,102,0,22,1983,462,7,12,0,22,0,22,0,22,0,22,0,22,0,22,7,12,2772,661,1458,409,85,114,286,188,0,22,188,212,62,100,693,394,0,22,0,22,0,22,0,22,0,22,1124,455,3059,945,287,242,26,39,28,53,1918,767,27,35,492,365,17121,1128,7716,969,5885,857,233,153,2915,672,0,22,3597,870,17121,1128,4338,932,70,67,1706,593,94,148,2468,797,12783,1116,4780,650,4579,792,5,11,2772,661,0,22,23,30,624,331,125,173,499,264,5741,490,11991,899,7042,550,4949,582,17121,(X),57.6,2.5,42.4,2.5,(X),(X),5.9,1.4,5.9,1.1,3.3,1.1,4.1,1.3,5.3,1.5,15.8,2.1,15.6,2.0,14.6,2.1,8.5,1.8,6.9,1.7,9.3,2.6,3.6,1.0,1.2,0.6,(X),(X),18.0,2.2,83.6,2.0,82.0,2.2,79.3,2.3,18.3,2.8,14.2,2.5,14035,(X),58.7,2.6,41.3,2.6,(X),(X),2425,(X),46.8,9.1,53.2,9.1,(X),(X),17121,(X),82.1,5.2,17.9,5.2,82.1,5.2,31.0,4.3,0.0,0.3,0.4,0.4,1.0,0.6,1.4,0.7,3.9,1.5,0.0,0.3,24.2,3.7,28.3,4.1,11.8,3.4,0.0,0.3,3.0,2.0,1.4,1.2,0.5,0.6,0.0,0.3,11.6,2.6,0.0,0.1,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.1,16.2,3.7,8.5,2.4,0.5,0.7,1.7,1.1,0.0,0.3,1.1,1.2,0.4,0.6,4.0,2.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,6.6,2.7,17.9,5.2,1.7,1.4,0.2,0.2,0.2,0.3,11.2,4.1,0.2,0.2,2.9,2.1,17121,(X),45.1,4.8,34.4,4.4,1.4,0.9,17.0,3.7,0.0,0.3,21.0,4.6,17121,(X),25.3,5.0,0.4,0.4,10.0,3.4,0.5,0.9,14.4,4.5,74.7,5.0,27.9,4.1,26.7,4.0,0.0,0.1,16.2,3.7,0.0,0.3,0.1,0.2,3.6,1.9,0.7,1.0,2.9,1.6,(X),(X),11991,(X),58.7,3.0,41.3,3.0,
860Z200US07002,ZCTA5 07002,71553,58,35678,818,35875,816,99.5,4.5,4955,626,5078,576,3871,515,3846,600,3681,548,10374,818,10995,835,8570,841,4560,579,4398,619,7241,826,2900,402,1084,302,38.3,1.0,16522,915,56820,828,55031,915,53393,950,14113,1112,11225,907,55031,915,26507,888,28524,707,92.9,4.5,11225,907,5011,671,6214,491,80.6,11.3,71553,58,56786,1600,14767,1603,56786,1600,33327,1549,7202,1108,758,243,419,185,3028,723,3832,741,25,40,18063,1423,9593,1257,2577,611,23,33,448,262,138,90,261,232,0,33,6146,1212,284,219,65,101,25,39,10,20,0,33,0,33,0,33,184,174,6594,1120,1838,691,509,257,2389,696,134,160,333,254,30,32,1361,448,28,32,4,12,0,33,0,33,24,28,6960,1395,14767,1603,1127,483,73,74,401,223,11195,1586,262,186,673,308,71553,58,46876,1916,12396,1316,1068,470,7286,1180,107,100,19621,1693,71553,58,22985,1510,1469,635,6754,896,654,261,14108,1660,48568,1512,30383,1541,8589,1231,47,50,6509,1128,28,32,476,393,2536,682,638,332,1898,598,30786,825,47852,1309,23225,1024,24627,807,71553,(X),49.9,1.1,50.1,1.1,(X),(X),6.9,0.9,7.1,0.8,5.4,0.7,5.4,0.8,5.1,0.8,14.5,1.1,15.4,1.2,12.0,1.2,6.4,0.8,6.1,0.9,10.1,1.2,4.1,0.6,1.5,0.4,(X),(X),23.1,1.3,79.4,1.2,76.9,1.3,74.6,1.3,19.7,1.6,15.7,1.3,55031,(X),48.2,1.2,51.8,1.2,(X),(X),11225,(X),44.6,3.5,55.4,3.5,(X),(X),71553,(X),79.4,2.2,20.6,2.2,79.4,2.2,46.6,2.2,10.1,1.5,1.1,0.3,0.6,0.3,4.2,1.0,5.4,1.0,0.0,0.1,25.2,2.0,13.4,1.8,3.6,0.9,0.0,0.1,0.6,0.4,0.2,0.1,0.4,0.3,0.0,0.1,8.6,1.7,0.4,0.3,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.3,0.2,9.2,1.6,2.6,1.0,0.7,0.4,3.3,1.0,0.2,0.2,0.5,0.4,0.0,0.1,1.9,0.6,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,9.7,2.0,20.6,2.2,1.6,0.7,0.1,0.1,0.6,0.3,15.6,2.2,0.4,0.3,0.9,0.4,71553,(X),65.5,2.7,17.3,1.8,1.5,0.7,10.2,1.6,0.1,0.1,27.4,2.4,71553,(X),32.1,2.1,2.1,0.9,9.4,1.3,0.9,0.4,19.7,2.3,67.9,2.1,42.5,2.2,12.0,1.7,0.1,0.1,9.1,1.6,0.0,0.1,0.7,0.5,3.5,1.0,0.9,0.5,2.7,0.8,(X),(X),47852,(X),48.5,1.4,51.5,1.4,
860Z200US07003,ZCTA5 07003,53771,44,26660,617,27111,621,98.3,4.5,3451,545,3013,509,2458,392,2699,436,4105,572,8639,786,8562,730,6385,729,3258,535,3122,454,5101,601,2061,456,917,209,37.5,1.3,10437,784,44229,849,43334,783,41177,812,9980,822,8079,689,43334,783,21109,783,22225,624,95.0,5.2,8079,689,3241,375,4838,495,67.0,9.0,53771,44,44907,1168,8864,1170,44907,1168,22913,1400,78,62,649,243,648,218,1511,348,4605,735,41,47,15381,1212,8689,1296,4795,980,0,33,410,216,598,284,148,89,0,33,2738,663,214,207,76,126,0,33,0,33,0,33,0,33,0,33,138,121,5085,1011,2171,714,317,142,1610,544,110,76,170,123,11,17,696,330,0,33,0,33,0,33,0,33,0,33,8006,1535,8864,1170,502,215,415,173,406,164,5563,1110,0,33,1066,520,53771,44,30381,1731,10833,1390,926,343,5931,1069,19,33,15263,1572,53771,44,16635,1510,667,337,4577,910,1043,559,10348,1383,37136,1513,20088,1319,8250,1273,25,33,5020,990,0,33,1092,466,2661,639,1269,552,1392,341,21778,728,38709,1015,18858,778,19851,710,53771,(X),49.6,1.2,50.4,1.2,(X),(X),6.4,1.0,5.6,0.9,4.6,0.7,5.0,0.8,7.6,1.1,16.1,1.5,15.9,1.4,11.9,1.4,6.1,1.0,5.8,0.8,9.5,1.1,3.8,0.8,1.7,0.4,(X),(X),19.4,1.5,82.3,1.6,80.6,1.5,76.6,1.5,18.6,1.5,15.0,1.3,43334,(X),48.7,1.4,51.3,1.4,(X),(X),8079,(X),40.1,3.2,59.9,3.2,(X),(X),53771,(X),83.5,2.2,16.5,2.2,83.5,2.2,42.6,2.6,0.1,0.1,1.2,0.5,1.2,0.4,2.8,0.6,8.6,1.4,0.1,0.1,28.6,2.3,16.2,2.4,8.9,1.8,0.0,0.1,0.8,0.4,1.1,0.5,0.3,0.2,0.0,0.1,5.1,1.2,0.4,0.4,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.3,0.2,9.5,1.9,4.0,1.3,0.6,0.3,3.0,1.0,0.2,0.1,0.3,0.2,0.0,0.1,1.3,0.6,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,14.9,2.9,16.5,2.2,0.9,0.4,0.8,0.3,0.8,0.3,10.3,2.1,0.0,0.1,2.0,1.0,53771,(X),56.5,3.2,20.1,2.6,1.7,0.6,11.0,2.0,0.0,0.1,28.4,2.9,53771,(X),30.9,2.8,1.2,0.6,8.5,1.7,1.9,1.0,19.2,2.6,69.1,2.8,37.4,2.5,15.3,2.4,0.0,0.1,9.3,1.8,0.0,0.1,2.0,0.9,4.9,1.2,2.4,1.0,2.6,0.6,(X),(X),38709,(X),48.7,1.4,51.3,1.4,
860Z200US07004,ZCTA5 07004,7824,317,3373,365,4451,339,75.8,12.6,526,275,268,144,508,304,508,326,169,125,703,278,765,249,1114,422,779,202,231,141,1046,338,837,366,370,157,49.9,4.6,1618,449,6387,413,6206,417,5987,453,2377,472,2253,451,6206,417,2708,305,3498,371,77.4,13.5,2253,451,864,199,1389,397,62.2,23.5,7824,317,6825,410,999,332,6825,410,6435,467,0,20,0,20,46,47,151,115,2453,483,0,20,3785,550,118,157,117,157,0,20,0,20,0,20,0,20,0,20,1,2,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,251,119,15,29,132,106,22,32,0,20,82,92,0,20,0,20,0,20,0,20,0,20,0,20,0,20,21,35,999,332,0,20,0,20,67,68,906,450,0,20,13,191,7824,317,7408,508,144,272,13,21,331,148,13,21,940,342,7824,317,914,349,0,20,80,188,316,285,518,383,6910,417,6435,467,117,157,0,20,251,119,0,20,0,20,107,107,27,39,80,72,3137,264,5907,449,2616,312,3291,432,7824,(X),43.1,4.0,56.9,4.0,(X),(X),6.7,3.5,3.4,1.8,6.5,3.8,6.5,4.1,2.2,1.6,9.0,3.5,9.8,3.2,14.2,5.3,10.0,2.6,3.0,1.8,13.4,4.4,10.7,4.8,4.7,2.0,(X),(X),20.7,5.4,81.6,5.2,79.3,5.4,76.5,5.9,30.4,6.4,28.8,6.1,6206,(X),43.6,4.3,56.4,4.3,(X),(X),2253,(X),38.3,8.6,61.7,8.6,(X),(X),7824,(X),87.2,4.2,12.8,4.2,87.2,4.2,82.2,4.5,0.0,0.6,0.0,0.6,0.6,0.6,1.9,1.5,31.4,6.0,0.0,0.6,48.4,6.6,1.5,2.0,1.5,2.0,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.1,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,3.2,1.5,0.2,0.4,1.7,1.4,0.3,0.4,0.0,0.6,1.0,1.2,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.0,0.6,0.3,0.4,12.8,4.2,0.0,0.6,0.0,0.6,0.9,0.9,11.6,5.7,0.0,0.6,0.2,2.4,7824,(X),94.7,4.4,1.8,3.5,0.2,0.3,4.2,1.9,0.2,0.3,12.0,4.3,7824,(X),11.7,4.4,0.0,0.6,1.0,2.4,4.0,3.6,6.6,4.8,88.3,4.4,82.2,4.5,1.5,2.0,0.0,0.6,3.2,1.5,0.0,0.6,0.0,0.6,1.4,1.4,0.3,0.5,1.0,0.9,(X),(X),5907,(X),44.3,5.0,55.7,5.0,
860Z200US07005,ZCTA5 07005,15307,416,8047,461,7260,500,110.8,12.6,874,208,1280,249,740,199,844,276,936,290,1412,333,2452,384,1843,323,997,242,1203,233,1787,336,651,170,288,112,41.5,2.1,3551,392,12222,445,11756,479,11497,487,3540,439,2726,340,11756,479,6094,348,5662,436,107.6,11.6,2726,340,1386,252,1340,207,103.4,23.4,15307,416,13463,729,1844,631,13463,729,11576,783,100,95,490,207,443,219,470,182,1132,291,57,90,8884,759,491,304,365,298,0,22,44,69,23,36,0,22,0,22,59,52,52,87,0,22,0,22,52,87,0,22,0,22,0,22,0,22,1135,335,436,215,267,136,93,72,17,21,30,35,22,40,270,194,0,22,0,22,0,22,0,22,0,22,209,128,1844,631,133,113,74,72,43,48,1355,626,19,39,18,28,15307,416,13251,663,814,346,236,195,1325,357,30,60,1592,618,15307,416,1781,593,120,108,823,601,25,38,813,325,13526,670,11349,740,444,298,0,22,1095,323,0,22,44,57,594,238,188,155,406,194,6148,366,11348,463,5827,358,5521,430,15307,(X),52.6,2.8,47.4,2.8,(X),(X),5.7,1.4,8.4,1.6,4.8,1.3,5.5,1.8,6.1,1.9,9.2,2.2,16.0,2.4,12.0,2.1,6.5,1.6,7.9,1.5,11.7,2.2,4.3,1.1,1.9,0.7,(X),(X),23.2,2.4,79.8,2.1,76.8,2.4,75.1,2.6,23.1,2.9,17.8,2.2,11756,(X),51.8,2.7,48.2,2.7,(X),(X),2726,(X),50.8,5.7,49.2,5.7,(X),(X),15307,(X),88.0,4.1,12.0,4.1,88.0,4.1,75.6,4.6,0.7,0.6,3.2,1.3,2.9,1.4,3.1,1.2,7.4,1.9,0.4,0.6,58.0,4.9,3.2,2.0,2.4,2.0,0.0,0.3,0.3,0.4,0.2,0.2,0.0,0.3,0.0,0.3,0.4,0.3,0.3,0.6,0.0,0.3,0.0,0.3,0.3,0.6,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,7.4,2.2,2.8,1.4,1.7,0.9,0.6,0.5,0.1,0.1,0.2,0.2,0.1,0.3,1.8,1.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.3,1.4,0.8,12.0,4.1,0.9,0.7,0.5,0.5,0.3,0.3,8.9,4.1,0.1,0.3,0.1,0.2,15307,(X),86.6,3.5,5.3,2.3,1.5,1.3,8.7,2.3,0.2,0.4,10.4,4.0,15307,(X),11.6,3.8,0.8,0.7,5.4,3.9,0.2,0.2,5.3,2.1,88.4,3.8,74.1,4.4,2.9,2.0,0.0,0.3,7.2,2.1,0.0,0.3,0.3,0.4,3.9,1.6,1.2,1.0,2.7,1.3,(X),(X),11348,(X),51.3,2.8,48.7,2.8,
860Z200US07006,ZCTA5 07006,26654,31,13060,414,13594,418,96.1,6.0,1839,462,1188,232,1927,431,1496,267,1253,224,2888,415,3627,411,3269,348,1879,316,2198,649,2876,539,1325,258,889,266,41.8,2.8,5898,559,21470,554,20756,561,19985,566,6330,604,5090,582,20756,561,9858,393,10898,397,90.5,4.9,5090,582,2214,323,2876,356,77.0,11.1,26654,31,23585,607,3069,609,23585,607,19743,881,104,162,719,316,400,124,1213,411,4182,688,129,140,12996,907,745,232,439,199,0,26,5,8,35,37,109,113,0,26,157,71,23,31,7,13,0,26,0,26,0,26,0,26,0,26,16,22,2168,689,1015,661,749,313,141,94,104,91,135,103,0,26,24,28,0,26,0,26,0,26,0,26,0,26,906,464,3069,609,416,376,104,88,486,206,1474,415,12,15,83,66,26654,31,22559,826,1384,442,348,264,2983,761,66,81,2873,608,26654,31,3373,722,148,118,1019,452,314,370,1892,502,23281,717,19183,908,735,232,7,18,2159,689,0,26,69,60,1128,388,127,78,1001,398,10340,362,19161,738,9131,476,10030,468,26654,(X),49.0,1.6,51.0,1.6,(X),(X),6.9,1.7,4.5,0.9,7.2,1.6,5.6,1.0,4.7,0.8,10.8,1.6,13.6,1.5,12.3,1.3,7.0,1.2,8.2,2.4,10.8,2.0,5.0,1.0,3.3,1.0,(X),(X),22.1,2.1,80.6,2.1,77.9,2.1,75.0,2.1,23.7,2.3,19.1,2.2,20756,(X),47.5,1.3,52.5,1.3,(X),(X),5090,(X),43.5,3.5,56.5,3.5,(X),(X),26654,(X),88.5,2.3,11.5,2.3,88.5,2.3,74.1,3.3,0.4,0.6,2.7,1.2,1.5,0.5,4.6,1.5,15.7,2.6,0.5,0.5,48.8,3.4,2.8,0.9,1.6,0.7,0.0,0.2,0.0,0.1,0.1,0.1,0.4,0.4,0.0,0.2,0.6,0.3,0.1,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.1,0.1,8.1,2.6,3.8,2.5,2.8,1.2,0.5,0.4,0.4,0.3,0.5,0.4,0.0,0.2,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,3.4,1.7,11.5,2.3,1.6,1.4,0.4,0.3,1.8,0.8,5.5,1.6,0.0,0.1,0.3,0.2,26654,(X),84.6,3.1,5.2,1.7,1.3,1.0,11.2,2.9,0.2,0.3,10.8,2.3,26654,(X),12.7,2.7,0.6,0.4,3.8,1.7,1.2,1.4,7.1,1.9,87.3,2.7,72.0,3.4,2.8,0.9,0.0,0.1,8.1,2.6,0.0,0.2,0.3,0.2,4.2,1.5,0.5,0.3,3.8,1.5,(X),(X),19161,(X),47.7,1.5,52.3,1.5,
