ZIPCODE,State,City,Metro,CountyName,zhvi
07040,NJ,Maplewood,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,877490.2803483332
07080,NJ,South Plainfield,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,529143.8289657246
08088,NJ,Southampton Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,446032.08458979736
08050,NJ,Manahawkin,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,561180.6497494433
07701,NJ,Red Bank,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,650290.6920937357
08087,NJ,Tuckerton,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,394551.67920810543
07508,NJ,North Haledon,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,589785.9494738438
08037,NJ,Hammonton,"Atlantic City-Hammonton, NJ",Atlantic County,353275.67222962977
07522,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,462116.74893536296
08109,NJ,Merchantville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,317220.4706725587
07016,NJ,Cranford,"New York-Newark-Jersey City, NY-NJ-PA",Union County,709746.8271688787
07901,NJ,Summit,"New York-Newark-Jersey City, NY-NJ-PA",Union County,1196929.8978891124
08876,NJ,Somerville,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,590768.2807230377
08002,NJ,Cherry Hill,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,409141.01258575806
07724,NJ,Eatontown,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,646557.1013199171
07071,NJ,Lyndhurst,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,612611.4820100454
07203,NJ,Roselle,"New York-Newark-Jersey City, NY-NJ-PA",Union County,492929.166400074
08057,NJ,Moorestown Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,713689.3359853845
07205,NJ,Hillside,"New York-Newark-Jersey City, NY-NJ-PA",Union County,501649.82570383494
08085,NJ,Swedesboro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,452075.03916275565
08028,NJ,Glassboro,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,355804.85893306666
07094,NJ,Secaucus,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,600192.86277906
08879,NJ,South Amboy,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,495669.177444724
07866,NJ,Rockaway,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,543035.1812386606
08721,NJ,Bayville,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,502633.0244290651
07950,NJ,Morris Plains,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,698059.7910910286
07407,NJ,Elmwood Park,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,592711.5227463928
08731,NJ,Forked River,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,473287.2286472774
07719,NJ,Wall,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,784095.8619965218
08232,NJ,Pleasantville,"Atlantic City-Hammonton, NJ",Atlantic County,230879.54442910777
08015,NJ,Browns Mills,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,320984.3833662273
07871,NJ,Sparta Township,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,583786.0283708237
08859,NJ,Parlin,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,499453.7104719977
07650,NJ,Palisades Park,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,868396.7687630482
08034,NJ,Cherry Hill,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,422140.5546808035
07503,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,499339.3472474255
08110,NJ,Pennsauken,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,266634.7822365015
07751,NJ,Morganville,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,848767.2624828207
08690,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,482047.81599553494
08550,NJ,Princeton Junction,"Trenton-Princeton, NJ",Mercer County,981359.6673569534
08052,NJ,Maple Shade Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,332289.9499664229
08077,NJ,Cinnaminson Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,439981.1359712227
08837,NJ,Edison,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,513187.21728622774
07029,NJ,Harrison,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,554469.1700768418
07746,NJ,Marlboro,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,871212.381585658
07506,NJ,Hawthorne,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,590536.3014878494
08505,NJ,Bordentown Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,443972.6964848687
07735,NJ,Keyport,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,482758.349917565
08104,NJ,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,129231.1067879856
07514,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,505996.23274724296
08536,NJ,Plainsboro,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,633742.0425849637
07067,NJ,Colonia,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,601422.3357554795
08361,NJ,Vineland,"Vineland-Bridgeton, NJ",Cumberland County,336665.0743554576
07001,NJ,Avenel,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,498164.455781928
08108,NJ,Collingswood,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,451906.7580358701
08872,NJ,Sayreville,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,501371.0316063866
07928,NJ,Chatham,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,1215200.1680198172
07070,NJ,Rutherford,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,694962.916519725
07405,NJ,Kinnelon,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,648237.9090287379
07079,NJ,South Orange,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,983455.1178350928
07095,NJ,Woodbridge,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,442222.2969471556
07461,NJ,Sussex,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,434214.7668910904
08830,NJ,Iselin,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,521069.8038263542
07628,NJ,Dumont,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,616619.2564240805
08852,NJ,Monmouth Junction,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,659781.2896773765
07733,NJ,Holmdel Township,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1025546.3367863538
07834,NJ,Denville,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,639629.5826990143
08691,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,637688.0845610544
08215,NJ,Egg Harbor City,"Atlantic City-Hammonton, NJ",Atlantic County,320385.29870635126
07940,NJ,Madison,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,968782.865260336
08062,NJ,Mullica Hill,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,576673.3635545279
08840,NJ,Metuchen,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,651323.4313810923
07081,NJ,Springfield,"New York-Newark-Jersey City, NY-NJ-PA",Union County,679659.7816664432
07730,NJ,Hazlet Township,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,587484.6852079664
07502,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,515142.7724562222
07646,NJ,New Milford,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,677376.6041591074
07481,NJ,Wyckoff,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1034360.5500284666
07005,NJ,Boonton,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,691455.4331793509
07031,NJ,North Arlington,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,591529.4773550864
08882,NJ,South River,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,508912.4930500872
08033,NJ,Haddonfield,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,733168.2237037347
08204,NJ,Cape May,"Ocean City, NJ",Cape May County,687891.5141771571
07059,NJ,Warren Township,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,1060716.0230433007
07828,NJ,Budd Lake,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,543060.1897170393
08210,NJ,Cape May Court House,"Ocean City, NJ",Cape May County,431731.7375209679
08904,NJ,Highland Park,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,545713.3132906184
07066,NJ,Clark,"New York-Newark-Jersey City, NY-NJ-PA",Union County,696826.7776666376
07670,NJ,Tenafly,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1200728.7328697674
07480,NJ,West Milford,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,472788.1392638001
07022,NJ,Fairview,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,612674.5737697884
08812,NJ,Dunellen,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,573861.4123504686
07114,NJ,Newark,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,495792.02648810646
07882,NJ,Washington,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,399135.85621259594
07446,NJ,Ramsey,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,801055.0725051014
08846,NJ,Middlesex,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,500141.69331124617
07078,NJ,Short Hills,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,2186568.696637982
07063,NJ,Plainfield,"New York-Newark-Jersey City, NY-NJ-PA",Union County,477174.2679680872
08103,NJ,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,149096.4864529956
07663,NJ,Saddle Brook,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,627258.3198527665
07044,NJ,Verona,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,699974.4513439523
07062,NJ,Plainfield,"New York-Newark-Jersey City, NY-NJ-PA",Union County,468263.4262578784
08107,NJ,Collingswood,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,325235.7224440945
08009,NJ,Berlin,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,381191.97762709047
07524,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,502752.3101660643
07204,NJ,Roselle Park,"New York-Newark-Jersey City, NY-NJ-PA",Union County,533930.4620710223
07086,NJ,Weehawken,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,822545.1863717757
08030,NJ,Gloucester City,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,244108.53878521163
08805,NJ,Bound Brook,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,524859.2920175801
08863,NJ,Fords,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,492731.59218487126
07012,NJ,Clifton,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,606019.9730004895
07853,NJ,Long Valley,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,716159.8160658488
08069,NJ,Carneys Point,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,238186.9399994531
07974,NJ,New Providence,"New York-Newark-Jersey City, NY-NJ-PA",Union County,916991.7086277428
07836,NJ,Flanders,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,649458.400610603
07102,NJ,Newark,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,440359.1264656018
07043,NJ,Montclair,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,1259879.3327035925
07009,NJ,Cedar Grove,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,731485.4798077065
08260,NJ,Wildwood,"Ocean City, NJ",Cape May County,590496.0786040806
08824,NJ,Kendall Park,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,697267.6264231883
07504,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,534829.4946736585
08318,NJ,Elmer,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,335929.0684929462
07660,NJ,Ridgefield Park,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,583887.2525736646
07436,NJ,Oakland,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,705952.1719363633
07922,NJ,Berkeley Heights,"New York-Newark-Jersey City, NY-NJ-PA",Union County,880797.7570755546
08070,NJ,Pennsville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,264960.3163781728
08736,NJ,Manasquan,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1100428.4547160957
08534,NJ,Pennington,"Trenton-Princeton, NJ",Mercer County,670306.1388246907
07885,NJ,Wharton,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,489610.2117027988
07604,NJ,Hasbrouck Heights,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,675376.726775082
07452,NJ,Glen Rock,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,972465.4299934668
07932,NJ,Florham Park,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,941632.439330119
07513,NJ,Paterson,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,538544.4286695808
08048,NJ,Lumberton Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,474681.45389429736
08502,NJ,Belle Mead,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,968745.9576703632
07661,NJ,River Edge,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,760852.3822583697
08629,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,262761.54833851074
08609,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,204315.4261916651
08031,NJ,Bellmawr,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,304816.64747325267
07458,NJ,Upper Saddle River,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1470514.717410643
07456,NJ,Ringwood,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,564667.2435101533
08079,NJ,Salem,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,224815.18881178708
07643,NJ,Little Ferry,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,561849.4003739684
07057,NJ,Wallington,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,614351.1927476019
07035,NJ,Lincoln Park,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,519140.3997888446
07734,NJ,Keansburg,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,400040.1989231313
07657,NJ,Ridgefield,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,720560.1636302272
07821,NJ,Byram Township,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,495280.9301889995
08251,NJ,Villas,"Ocean City, NJ",Cape May County,388891.85691124666
08244,NJ,Somers Point,"Atlantic City-Hammonton, NJ",Atlantic County,404989.358572454
07442,NJ,Pompton Lakes,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,524461.310007034
07417,NJ,Franklin Lakes,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1392217.2186941823
08010,NJ,Edgewater Park Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,316420.22698358883
07512,NJ,Totowa,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,619800.8076610961
08322,NJ,Franklinville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,359798.493378544
08835,NJ,Manville,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,468048.34999099147
07310,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,970490.7476733292
08722,NJ,Beachwood,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,445866.8965508578
07843,NJ,Hopatcong,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,412891.6381119825
08512,NJ,Cranbury Township,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,738900.681691309
07936,NJ,East Hanover Township,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,808244.4936959037
08620,NJ,Trenton,"Trenton-Princeton, NJ",Mercer County,454629.37681531115
07045,NJ,Montville,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,790746.9431121164
08226,NJ,Ocean City,"Ocean City, NJ",Cape May County,1026107.6136105418
07722,NJ,Colts Neck Township,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1236422.535651936
07438,NJ,Oak Ridge,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,504361.670718607
07642,NJ,Hillsdale,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,772146.3234295299
07607,NJ,Maywood,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,643664.7441143609
07444,NJ,Pompton Plains,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,671451.442136522
07034,NJ,Lake Hiawatha,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,512171.5135619856
08004,NJ,Atco,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,336390.03376422887
07463,NJ,Waldwick,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,685612.8809820228
08083,NJ,Somerdale,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,332164.1097830594
07419,NJ,Hamburg,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,375357.089429442
07876,NJ,Succasunna,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,640255.9909870351
08093,NJ,Westville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,273340.7948083742
07945,NJ,Mendham,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,1032368.62535854
08201,NJ,Absecon,"Atlantic City-Hammonton, NJ",Atlantic County,322523.03337819467
08833,NJ,Lebanon Borough,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,709464.8904833187
07073,NJ,East Rutherford,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,600782.0643000278
08106,NJ,Audubon,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,364515.79065483407
07075,NJ,Wood Ridge,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,656173.8600573326
08071,NJ,Pitman,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,346824.5766808202
08098,NJ,Woodstown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Salem County,379600.9924949047
08515,NJ,Chesterfield Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,678400.8334005243
07605,NJ,Leonia,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,789351.4015495571
07676,NJ,Township of Washington,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,779071.6719478751
07020,NJ,Edgewater,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,661099.8311703958
07825,NJ,Blairstown Township,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,486920.1200649583
07874,NJ,Stanhope,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,422598.93469592434
07760,NJ,Rumson,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1676972.634429315
07626,NJ,Cresskill,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,966849.7282995408
08270,NJ,Woodbine,"Ocean City, NJ",Cape May County,316567.8142293861
08406,NJ,Ventnor City,"Atlantic City-Hammonton, NJ",Atlantic County,558978.4672459649
07656,NJ,Park Ridge,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,802595.0992856454
07603,NJ,Bogota,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,577279.2150228971
08225,NJ,Northfield,"Atlantic City-Hammonton, NJ",Atlantic County,371552.3560405374
07981,NJ,Whippany,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,716864.8845565704
08066,NJ,West Deptford Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,219305.85454492585
08102,NJ,Camden,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,154981.8091631836
08628,NJ,Ewing,"Trenton-Princeton, NJ",Mercer County,421228.9338839073
08090,NJ,Wenonah,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,334334.10439048026
07624,NJ,Closter,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1071892.1091307902
07764,NJ,West Long Branch,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,967194.7059121322
08051,NJ,Mantua,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,297389.59693204943
08086,NJ,West Deptford Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,343902.1224347694
08884,NJ,Spotswood,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,533684.7038909512
08810,NJ,Dayton,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,618295.9830644255
07645,NJ,Montvale,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,870799.8112121738
08889,NJ,Whitehouse Station,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,691436.4258535256
07033,NJ,Kenilworth,"New York-Newark-Jersey City, NY-NJ-PA",Union County,601389.313912448
07849,NJ,Lake Hopatcong,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,512626.69355335063
08869,NJ,Raritan,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,535758.4241834871
08022,NJ,Mansfield Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,499095.24702663097
08801,NJ,Annandale,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,603706.4600591711
07028,NJ,Glen Ridge,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,1083207.678555841
07762,NJ,Spring Lake,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,1248374.0388618908
07930,NJ,Chester,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,885871.4598899353
07421,NJ,West Milford,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,465886.6200296486
07630,NJ,Emerson,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,735190.7545091277
08850,NJ,Milltown,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,567033.9298733902
07924,NJ,Bernardsville,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,970989.4113151
07716,NJ,Atlantic Highlands,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,779400.3777130047
08203,NJ,Brigantine,"Atlantic City-Hammonton, NJ",Atlantic County,664679.0929104033
08558,NJ,Skillman,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,1005557.011360928
08823,NJ,Franklin Park,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,399328.1362720243
08848,NJ,Milford,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,511440.6288495708
08078,NJ,Runnemede,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,306327.8233396548
07649,NJ,Oradell,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,913541.9899886596
07041,NJ,Millburn,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,1173632.3988874613
07023,NJ,Fanwood,"New York-Newark-Jersey City, NY-NJ-PA",Union County,741050.2787769692
08758,NJ,Waretown,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,528021.0402339349
07921,NJ,Bedminster,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,483060.8509657848
08065,NJ,Palmyra,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,302316.9886388471
07092,NJ,Mountainside,"New York-Newark-Jersey City, NY-NJ-PA",Union County,1004116.6414711856
08530,NJ,Lambertville,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,632266.0519135357
08035,NJ,Haddon Heights,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,455789.9218904637
07004,NJ,Fairfield,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,770204.2155529688
08068,NJ,Pemberton Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,329684.63690327783
07462,NJ,Vernon,"New York-Newark-Jersey City, NY-NJ-PA",Sussex County,296356.84426744544
07830,NJ,Califon,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,729620.8553653182
07465,NJ,Wanaque,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,514425.3272719357
07432,NJ,Midland Park,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,699099.7482671454
08533,NJ,New Egypt,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,536324.0372635785
08008,NJ,Long Beach Township,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,1740160.7077553386
07403,NJ,Bloomingdale,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,526039.3939176929
08312,NJ,Clayton,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,314086.28148666973
07823,NJ,Belvidere,"Allentown-Bethlehem-Easton, PA-NJ",Warren County,372917.9710052743
08084,NJ,Stratford,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,322845.1255950453
07401,NJ,Allendale,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1018449.3135934452
07069,NJ,Watchung,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,1028731.6951848896
07072,NJ,Carlstadt,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,628569.0291017299
07738,NJ,Lincroft,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,963041.1561433184
07850,NJ,Landing,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,502632.29777470394
07727,NJ,Farmingdale,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,797596.8471179191
08734,NJ,Lanoka Harbor,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,535606.6323290854
07755,NJ,Oakhurst,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,997138.036177869
08501,NJ,Allentown,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,710177.3278432898
08809,NJ,Clinton,"New York-Newark-Jersey City, NY-NJ-PA",Hunterdon County,497304.05181175406
